time,step,loss/overall_loss
1752682950.5690708,2198,1.6494104862213135
1752682950.5692265,2238,1.551124095916748
1752682950.5692377,2238,1.5923973321914673
1752682950.5693648,2278,1.607040286064148
1752682950.5694306,2278,1.6228209733963013
1752682950.5696077,2318,1.6844165325164795
1752682950.5696244,2318,1.7281403541564941
1752682950.5696363,2358,1.6748321056365967
1752682950.5697966,2358,1.6721274852752686
1752682950.5698087,2398,1.6282708644866943
1752682950.5700083,2398,1.637309193611145
1752682950.570023,2438,1.5518862009048462
1752682950.57032,2438,1.6189316511154175
1752682950.5703332,2478,1.6737440824508667
1752682950.5703442,2478,1.637894630432129
1752682950.5703537,2518,1.6649826765060425
1752682950.5727167,2518,1.625990867614746
1752682950.5732286,2558,1.6362143754959106
1752682950.57325,2558,1.6062579154968262
1752682950.5732641,2598,1.6528195142745972
1752682950.573278,2598,1.6938060522079468
1752682950.57355,2638,1.5609639883041382
1752682950.573566,2638,1.59762442111969
1752682950.5735788,2678,1.5549235343933105
1752682950.573773,2678,1.6712349653244019
1752682950.5739093,2718,1.5782243013381958
1752682950.5740385,2718,1.5701789855957031
1752682950.5741744,2758,1.6257221698760986
1752682950.5743139,2758,1.6148501634597778
1752682950.5744622,2798,1.6027030944824219
1752682950.5746038,2838,1.5731899738311768
1752682950.574735,2878,1.6791515350341797
1752682950.5748603,2918,1.6896964311599731
1752682950.5749857,2958,1.5843080282211304
1752682950.5751297,2998,1.616462230682373
1752682950.5752506,3038,1.5833218097686768
1752682950.575379,3078,1.6662834882736206
1752682950.575528,3118,1.5844374895095825
1752682950.5756638,3158,1.5524276494979858
1752682950.5758073,3198,1.6399492025375366
1752682950.5759554,3238,1.6164072751998901
1752682950.5761166,3278,1.5521752834320068
1752682950.576367,3318,1.6057312488555908
1752682950.5765295,3358,1.548435926437378
1752682950.5766628,3398,1.5935049057006836
1752682950.5768108,3438,1.6462013721466064
1752682950.577023,3478,1.5730931758880615
1752682950.5774536,3518,1.5662016868591309
1752682950.5775445,3558,1.5280966758728027
1752682950.577681,3598,1.539957046508789
1752682950.5777948,3638,1.4935963153839111
1752682950.5779753,3678,1.5634161233901978
1752682950.5781157,3718,1.6108403205871582
1752682950.578275,3758,1.5449460744857788
1752682950.578447,3798,1.5238972902297974
1752682950.578592,3838,1.582094669342041
1752682950.5787072,3878,1.4893935918807983
1752682950.5788352,3918,1.5310386419296265
1752682950.5789614,3958,1.4956469535827637
1752682950.5790803,3998,1.5168570280075073
1752682950.5792136,4038,1.4597046375274658
1752682950.5793326,4078,1.5070929527282715
1752682950.5794373,4118,1.4763720035552979
1752682950.5795503,4158,1.432690978050232
1752682950.5798793,4198,1.5049240589141846
1752682950.579895,4238,1.4543620347976685
1752682950.5799086,4278,1.4793721437454224
1752682950.5799227,4318,1.463045358657837
1752682950.5799358,4358,1.4182991981506348
1752682950.5800655,4398,1.493962049484253
1752682950.5802994,4438,1.4407769441604614
1752682950.580314,4478,1.4515081644058228
1752682950.58069,4518,1.4739627838134766
1752682950.5809586,4558,1.4096953868865967
1752682950.5809767,4598,1.4660875797271729
1752682950.5809908,4638,1.492189884185791
1752682950.5810044,4678,1.5848850011825562
1752682950.5812428,4718,1.5133084058761597
1752682950.5812578,4758,1.4541791677474976
1752682950.5813894,4798,1.4629712104797363
1752682950.5816278,4838,1.4641114473342896
1752682950.5816417,4878,1.4011085033416748
1752682950.5816553,4918,1.4608616828918457
1752682950.5816677,4958,1.419000267982483
1752682950.5818675,4998,1.4040595293045044
1752682950.5820258,5038,1.3917292356491089
1752682950.582041,5078,1.4455945491790771
1752682950.582174,5118,1.4030948877334595
1752682950.5823045,5158,1.4073532819747925
1752682950.5824077,5198,1.4223954677581787
1752682950.5826523,5238,1.4299633502960205
1752682950.582667,5278,1.3486148118972778
1752682950.5826802,5318,1.4518954753875732
1752682950.5826929,5358,1.4143199920654297
1752682950.5829916,5398,1.423301100730896
1752682950.5830088,5438,1.4219902753829956
1752682950.5830228,5478,1.4019447565078735
1752682950.5833187,5518,1.4021497964859009
1752682950.5833344,5558,1.4271819591522217
1752682950.5833478,5598,1.4179879426956177
1752682950.5833607,5638,1.3708596229553223
1752682950.5836546,5678,1.424095630645752
1752682950.5836713,5718,1.3885517120361328
1752682950.583685,5758,1.4027801752090454
1752682950.5838525,5798,1.3914752006530762
1752682950.5840204,5838,1.4035258293151855
1752682950.5842378,5878,1.3941617012023926
1752682950.584535,5918,1.3655976057052612
1752682950.584555,5958,1.3866418600082397
1752682950.5845697,5998,1.3699554204940796
1752682950.5845826,6038,1.4017006158828735
1752682950.5845957,6078,1.3966026306152344
1752682950.5850677,6118,1.3758493661880493
1752682950.585088,6158,1.3952338695526123
1752682950.5851023,6198,1.4330995082855225
1752682950.5851154,6238,1.4032028913497925
1752682950.5851276,6278,1.3883305788040161
1752682950.5851398,6318,1.423866868019104
1752682950.5851529,6358,1.3865184783935547
1752682950.5851655,6398,1.3879860639572144
1752682950.5854993,6438,1.3813400268554688
1752682950.585515,6478,1.3720206022262573
1752682950.5855286,6518,1.3796348571777344
1752682950.5856712,6558,1.3805283308029175
1752682950.586035,6598,1.4061777591705322
1752682950.5861516,6638,1.399542212486267
1752682950.5863106,6678,1.3842896223068237
1752682950.5864239,6718,1.362421989440918
1752682950.5865543,6758,1.382792353630066
1752682950.5866802,6798,1.4015508890151978
1752682950.5867941,6838,1.4231113195419312
1752682950.5869064,6878,1.3800359964370728
1752682950.587022,6918,1.3907365798950195
1752682950.5871322,6958,1.3682376146316528
1752682950.5872436,6998,1.4150558710098267
1752682950.587355,7038,1.3554933071136475
1752682950.587466,7078,1.4156029224395752
1752682950.5875769,7118,1.399632215499878
1752682950.5876951,7158,1.4238762855529785
1752682950.5878072,7198,1.3250776529312134
1752682950.5879223,7238,1.3355629444122314
1752682950.5880387,7278,1.347644567489624
1752682950.5882,7318,1.3514659404754639
1752682950.5883222,7358,1.3776780366897583
1752682950.588438,7398,1.3535712957382202
1752682950.5885746,7438,1.3794658184051514
1752682950.5886972,7478,1.3638758659362793
1752682950.5888116,7518,1.3870368003845215
1752682950.5889232,7558,1.3950750827789307
1752682950.589032,7598,1.3837953805923462
1752682950.5891454,7638,1.3707796335220337
1752682950.5892599,7678,1.3682706356048584
1752682950.5893712,7718,1.367833137512207
1752682950.58948,7758,1.364250659942627
1752682950.5895898,7798,1.3751462697982788
1752682950.5897064,7838,1.3856886625289917
1752682950.5898187,7878,1.3569341897964478
1752682950.5899289,7918,1.3576645851135254
1752682950.590041,7958,1.30711829662323
1752682950.5902421,7998,1.3621379137039185
1752682950.5902634,8038,1.361223816871643
1752682950.5904236,8078,1.3988271951675415
1752682950.5905669,8118,1.3661091327667236
1752682950.5907037,8158,1.3938125371932983
1752682950.59083,8198,1.338552474975586
1752682950.5909514,8238,1.3780263662338257
1752682950.5910716,8278,1.349175214767456
1752682950.591184,8318,1.408138394355774
1752682950.5912967,8358,1.3789151906967163
1752682950.5914092,8398,1.36696195602417
1752682950.5915205,8438,1.3705724477767944
1752682950.5916336,8478,1.3366743326187134
1752682950.5917544,8518,1.3814104795455933
1752682950.5918715,8558,1.3542490005493164
1752682950.5919924,8598,1.3285770416259766
1752682950.5921195,8638,1.3964037895202637
1752682950.5923488,8678,1.3643848896026611
1752682950.5924644,8718,1.3981701135635376
1752682950.5925803,8758,1.3056663274765015
1752682950.592704,8798,1.371028184890747
1752682950.5928094,8838,1.3423043489456177
1752682950.5929213,8878,1.2824335098266602
1752682950.5930316,8918,1.3522465229034424
1752682950.593142,8958,1.3700056076049805
1752682950.5932522,8998,1.3563262224197388
1752682950.5933607,9038,1.345179557800293
1752682950.593479,9078,1.369508981704712
1752682950.5935912,9118,1.3082796335220337
1752682950.5937364,9158,1.3599203824996948
1752682950.593856,9198,1.3552078008651733
1752682950.5939708,9238,1.3124456405639648
1752682950.594085,9278,1.3787903785705566
1752682950.5942142,9318,1.324094533920288
1752682950.5943804,9358,1.3388909101486206
1752682950.5944679,9398,1.3338768482208252
1752682950.5945868,9438,1.3512225151062012
1752682950.5947385,9478,1.3312504291534424
1752682950.5948772,9518,1.293751835823059
1752682950.5949981,9558,1.3640059232711792
1752682950.5950952,9598,1.383229374885559
1752682950.595262,9638,1.3296092748641968
1752682950.5953732,9678,1.3304989337921143
1752682950.595482,9718,1.3444759845733643
1752682950.59559,9758,1.3306841850280762
1752682950.595715,9798,1.3358501195907593
1752682950.5958297,9838,1.3564207553863525
1752682950.595922,9878,1.3418952226638794
1752682950.5960748,9918,1.3531898260116577
1752682950.596233,9958,1.3032689094543457
1752682950.5964677,9998,1.288862943649292
1752682950.5965953,10038,1.292730689048767
1752682950.596711,10078,1.3140690326690674
1752682950.5968034,10118,1.328112244606018
1752682950.5969157,10158,1.32511568069458
1752682950.5972412,10198,1.2989399433135986
1752682950.5973501,10238,1.3419811725616455
1752682950.5974503,10278,1.280833125114441
1752682950.5975733,10318,1.3176732063293457
1752682950.597724,10358,1.3343912363052368
1752682950.5977407,10398,1.3344610929489136
1752682950.597901,10438,1.285051941871643
1752682950.598023,10478,1.3280844688415527
1752682950.5981352,10518,1.3375651836395264
1752682950.5982313,10558,1.3221509456634521
1752682950.598364,10598,1.3027966022491455
1752682950.59846,10638,1.3418023586273193
1752682950.5986035,10678,1.292832374572754
1752682950.5987146,10718,1.3287239074707031
1752682950.5988517,10758,1.3041108846664429
1752682950.5989645,10798,1.2816574573516846
1752682950.5990481,10838,1.3264366388320923
1752682950.599175,10878,1.3453705310821533
1752682950.5992649,10918,1.3084404468536377
1752682950.5993848,10958,1.3273104429244995
1752682950.599485,10998,1.3248443603515625
1752682950.5996058,11038,1.3083560466766357
1752682950.5997422,11078,1.3263702392578125
1752682950.5998597,11118,1.2899928092956543
1752682950.5999737,11158,1.3331935405731201
1752682950.6000874,11198,1.304686188697815
1752682950.6001732,11238,1.3136831521987915
1752682950.6002898,11278,1.3023076057434082
1752682950.6004055,11318,1.2966145277023315
1752682950.6005127,11358,1.3166396617889404
1752682950.600619,11398,1.3627915382385254
1752682950.6007402,11438,1.314704418182373
1752682950.6008573,11478,1.3143181800842285
1752682950.600874,11518,1.3158032894134521
1752682950.6010315,11558,1.3226972818374634
1752682950.6011221,11598,1.350022792816162
1752682950.6012475,11638,1.3038668632507324
1752682950.6013663,11678,1.2707394361495972
1752682950.6014783,11718,1.281195878982544
1752682950.601563,11758,1.2782646417617798
1752682950.6017058,11798,1.307124137878418
1752682950.6018112,11838,1.2417263984680176
1752682950.601944,11878,1.3357033729553223
1752682950.6019604,11918,1.2890980243682861
1752682950.6021297,11958,1.3192224502563477
1752682950.6022341,11998,1.3028985261917114
1752682950.602374,12038,1.328203558921814
1752682950.6024704,12078,1.3581855297088623
1752682950.6025815,12118,1.2588311433792114
1752682950.6026692,12158,1.2572771310806274
1752682950.6027775,12198,1.2845368385314941
1752682950.60289,12238,1.3450180292129517
1752682950.6030123,12278,1.2724511623382568
1752682950.6030934,12318,1.2870186567306519
1752682950.6032135,12358,1.303166151046753
1752682950.6033385,12398,1.2655531167984009
1752682950.603452,12438,1.2926064729690552
1752682950.6035712,12478,1.2621010541915894
1752682950.6036532,12518,1.310616374015808
1752682950.6037803,12558,1.285339117050171
1752682950.6038992,12598,1.315350890159607
1752682950.6039915,12638,1.31010901927948
1752682950.6041331,12678,1.2916038036346436
1752682950.604236,12718,1.2954291105270386
1752682950.604387,12758,1.292307734489441
1752682950.6045003,12798,1.2735188007354736
1752682950.6046128,12838,1.3231619596481323
1752682950.6047301,12878,1.2805637121200562
1752682950.6048136,12918,1.3006322383880615
1752682950.604942,12958,1.2810311317443848
1752682950.6050324,12998,1.2822226285934448
1752682950.6051583,13038,1.2928787469863892
1752682950.6052792,13078,1.294556975364685
1752682950.6053994,13118,1.2628933191299438
1752682950.6054842,13158,1.2364755868911743
1752682950.605612,13198,1.3386809825897217
1752682950.606569,13238,1.2769572734832764
1752682950.6065881,13278,1.2539567947387695
1752682950.6066854,13318,1.2310997247695923
1752682950.6067967,13358,1.2796441316604614
1752682950.6069424,13398,1.320581078529358
1752682950.6070333,13438,1.2592684030532837
1752682950.607151,13478,1.2643312215805054
1752682950.6072407,13518,1.254328727722168
1752682950.6073549,13558,1.2775821685791016
1752682950.6074438,13598,1.298570990562439
1752682950.6075587,13638,1.3006317615509033
1752682950.6076477,13678,1.2871099710464478
1752682950.607774,13718,1.2709105014801025
1752682950.607896,13758,1.2653080224990845
1752682950.607984,13798,1.304120421409607
1752682950.608104,13838,1.2786909341812134
1752682950.6082747,13878,1.2687969207763672
1752682950.6083763,13918,1.2591750621795654
1752682950.6087599,13958,1.301043152809143
1752682950.6088552,13998,1.2400398254394531
1752682950.608986,14038,1.2426645755767822
1752682950.60909,14078,1.2320894002914429
1752682950.6092215,14118,1.2548840045928955
1752682950.609238,14158,1.2568219900131226
1752682950.609396,14198,1.2813670635223389
1752682950.6095,14238,1.2322564125061035
1752682950.6096232,14278,1.2733347415924072
1752682950.6097074,14318,1.266223669052124
1752682950.6098294,14358,1.2528806924819946
1752682950.6099477,14398,1.2775123119354248
1752682950.6100304,14438,1.2886390686035156
1752682950.610146,14478,1.2569321393966675
1752682950.6102548,14518,1.252292275428772
1752682950.6103914,14558,1.2557038068771362
1752682950.6105242,14598,1.283191204071045
1752682950.6106746,14638,1.2915966510772705
1752682950.6107724,14678,1.2629343271255493
1752682950.6108637,14718,1.2639483213424683
1752682950.6109803,14758,1.2688148021697998
1752682950.611098,14798,1.2693744897842407
1752682950.6112208,14838,1.3020012378692627
1752682950.61134,14878,1.285550594329834
1752682950.611357,14918,1.2717314958572388
1752682950.6115332,14958,1.2633320093154907
1752682950.6115506,14998,1.2886282205581665
1752682950.6117074,15038,1.2756412029266357
1752682950.6118352,15078,1.2248364686965942
1752682950.6119957,15118,1.2597144842147827
1752682950.612014,15158,1.2624541521072388
1752682950.6123807,15198,1.2685648202896118
1752682950.6124015,15238,1.2450392246246338
1752682950.6125808,15278,1.2420891523361206
1752682950.612685,15318,1.249166488647461
1752682950.612817,15358,1.2953039407730103
1752682950.6129391,15398,1.263633131980896
1752682950.6133368,15438,1.270994782447815
1752682950.6134453,15478,1.2986085414886475
1752682950.613626,15518,1.282341718673706
1752682950.6137612,15558,1.2646676301956177
1752682950.6138742,15598,1.2165924310684204
1752682950.6140053,15638,1.2466661930084229
1752682950.614119,15678,1.2474359273910522
1752682950.614244,15718,1.239937424659729
1752682950.614362,15758,1.297510027885437
1752682950.6144726,15798,1.2479156255722046
1752682950.6145806,15838,1.2669399976730347
1752682950.6146889,15878,1.2834888696670532
1752682950.6147988,15918,1.2428404092788696
1752682950.6149082,15958,1.2390716075897217
1752682950.6150146,15998,1.2732197046279907
1752682950.6151211,16038,1.257201910018921
1752682950.6152275,16078,1.2711032629013062
1752682950.615334,16118,1.2391469478607178
1752682950.6154397,16158,1.244012475013733
1752682950.6155484,16198,1.2652535438537598
1752682950.615655,16238,1.2521812915802002
1752682950.615778,16278,1.2151837348937988
1752682950.6158981,16318,1.284289836883545
1752682950.6160142,16358,1.2335095405578613
1752682950.6161315,16398,1.2658088207244873
1752682950.6162455,16438,1.22928786277771
1752682950.6163607,16478,1.2166948318481445
1752682950.6164713,16518,1.2078590393066406
1752682950.6165793,16558,1.2421847581863403
1752682950.6166859,16598,1.2717745304107666
1752682950.616798,16638,1.2153626680374146
1752682950.616908,16678,1.2268742322921753
1752682950.617017,16718,1.219200849533081
1752682950.6171248,16758,1.2655212879180908
1752682950.6172326,16798,1.2380110025405884
1752682950.6173394,16838,1.2601490020751953
1752682950.6174452,16878,1.2169004678726196
1752682950.617551,16918,1.255112648010254
1752682950.6176574,16958,1.2138235569000244
1752682950.6177802,16998,1.1987429857254028
1752682950.617889,17038,1.2346446514129639
1752682950.6179955,17078,1.2498524188995361
1752682950.6181014,17118,1.232661247253418
1752682950.6184397,17158,1.2401659488677979
1752682950.6185086,17198,1.2221672534942627
1752682950.618714,17238,1.2285559177398682
1752682950.618875,17278,1.2185275554656982
1752682950.6190293,17318,1.240404486656189
1752682950.6192522,17358,1.2495386600494385
1752682950.619297,17398,1.1972259283065796
1752682950.6193364,17438,1.2490828037261963
1752682950.619596,17478,1.2447081804275513
1752682950.6196365,17518,1.2431659698486328
1752682950.619674,17558,1.219962477684021
1752682950.6200225,17598,1.2292877435684204
1752682950.6200638,17638,1.2211887836456299
1752682950.6201499,17678,1.2580809593200684
1752682950.620194,17718,1.2143381834030151
1752682950.6202333,17758,1.198319673538208
1752682950.6205328,17798,1.2148382663726807
1752682950.6206431,17838,1.2065221071243286
1752682950.6207068,17878,1.1907976865768433
1752682950.6208897,17918,1.2842543125152588
1752682950.6209364,17958,1.2411717176437378
1752682950.621349,17998,1.245755910873413
1752682950.621374,18038,1.2210707664489746
1752682950.6213932,18078,1.225293517112732
1752682950.6214075,18118,1.226952314376831
1752682950.6214201,18158,1.2281697988510132
1752682950.6214325,18198,1.242530107498169
1752682950.6217015,18238,1.2376881837844849
1752682950.6217172,18278,1.221960425376892
1752682950.6217299,18318,1.265000820159912
1752682950.621907,18358,1.2518274784088135
1752682950.6219215,18398,1.2535115480422974
1752682950.6222506,18438,1.2385526895523071
1752682950.6223805,18478,1.2021634578704834
1752682950.6225133,18518,1.2179967164993286
1752682950.622703,18558,1.204641580581665
1752682950.622723,18598,1.2167680263519287
1752682950.6229079,18638,1.2489291429519653
1752682950.6229246,18678,1.1970829963684082
1752682950.6229362,18718,1.2189468145370483
1752682950.6229465,18758,1.2125353813171387
1752682950.6231024,18798,1.2317007780075073
1752682950.623113,18838,1.2327277660369873
1752682950.623208,18878,1.2265130281448364
1752682950.6233256,18918,1.2368927001953125
1752682950.623336,18958,1.2242472171783447
1752682950.623457,18998,1.2044663429260254
1752682950.6234677,19038,1.2141550779342651
1752682950.623589,19078,1.27679443359375
1752682950.6235995,19118,1.2173794507980347
1752682950.623714,19158,1.2320834398269653
1752682950.6237748,19198,1.2237907648086548
1752682950.6238792,19238,1.2333300113677979
1752682950.623981,19278,1.2716882228851318
1752682950.6241136,19318,1.248547077178955
1752682950.6241252,19358,1.2628309726715088
1752682950.6243267,19398,1.226059913635254
1752682950.6243377,19438,1.248954176902771
1752682950.624436,19478,1.246673583984375
1752682950.6245246,19518,1.2153797149658203
1752682950.6246438,19558,1.1744794845581055
1752682950.6246543,19598,1.220617651939392
1752682950.6247776,19638,1.2056753635406494
1752682950.6248834,19678,1.2380849123001099
1752682950.6249502,19718,1.195170283317566
1752682950.625075,19758,1.2359486818313599
1752682950.6250865,19798,1.2232847213745117
1752682950.6251993,19838,1.2533499002456665
1752682950.6253173,19878,1.155053734779358
1752682950.625328,19918,1.1717771291732788
1752682950.6254354,19958,1.2065361738204956
1752682950.6255515,19998,1.1861684322357178
1752682950.625562,20038,1.2135627269744873
1752682950.625668,20078,1.239540457725525
1752682950.6258574,20118,1.1774684190750122
1752682950.6258724,20158,1.2100539207458496
1752682950.6261458,20198,1.1869066953659058
1752682950.6262753,20238,1.178049087524414
1752682950.626387,20278,1.2327297925949097
1752682950.6264896,20318,1.2035328149795532
1752682950.6265905,20358,1.18189537525177
1752682950.626689,20398,1.2442080974578857
1752682950.6269286,20438,1.2257120609283447
1752682950.6269493,20478,1.2016359567642212
1752682950.6269615,20518,1.2075376510620117
1752682950.6270635,20558,1.2062464952468872
1752682950.6272082,20598,1.1976145505905151
1752682950.6273134,20638,1.195550560951233
1752682950.6274147,20678,1.1733423471450806
1752682950.6275165,20718,1.2002345323562622
1752682950.6276197,20758,1.2236149311065674
1752682950.6277218,20798,1.2040005922317505
1752682950.6278265,20838,1.1861896514892578
1752682950.6279297,20878,1.2510402202606201
1752682950.6280873,20918,1.2057875394821167
1752682950.6281042,20958,1.2190855741500854
1752682950.6282735,20998,1.2385823726654053
1752682950.6285686,21038,1.1699752807617188
1752682950.6286705,21078,1.1865354776382446
1752682950.6290686,21118,1.2204546928405762
1752682950.629087,21158,1.2167171239852905
1752682950.6290984,21198,1.200618863105774
1752682950.629109,21238,1.2111101150512695
1752682950.6291187,21278,1.1964062452316284
1752682950.6291282,21318,1.1865432262420654
1752682950.6291368,21358,1.2127004861831665
1752682950.6293185,21398,1.1917507648468018
1752682950.6293306,21438,1.162992000579834
1752682950.6295154,21478,1.2198898792266846
1752682950.6296878,21518,1.1828702688217163
1752682950.6297872,21558,1.19540536403656
1752682950.6299317,21598,1.2139495611190796
1752682950.6299486,21638,1.176714539527893
1752682950.6300707,21678,1.1894559860229492
1752682950.6304097,21718,1.2026143074035645
1752682950.6304245,21758,1.2117269039154053
1752682950.6304379,21798,1.216052770614624
1752682950.63045,21838,1.181876540184021
1752682950.6304622,21878,1.1736972332000732
1752682950.6304743,21918,1.2037369012832642
1752682950.6304867,21958,1.2002285718917847
1752682950.6308367,21998,1.173866868019104
1752682950.630854,22038,1.2448734045028687
1752682950.630867,22078,1.2091171741485596
1752682950.6308804,22118,1.2229297161102295
1752682950.6311193,22158,1.1866472959518433
1752682950.6311343,22198,1.171729564666748
1752682950.6311467,22238,1.173274278640747
1752682950.631468,22278,1.1581758260726929
1752682950.6314824,22318,1.1899189949035645
1752682950.6314952,22358,1.157963514328003
1752682950.6315072,22398,1.195550799369812
1752682950.6315196,22438,1.2211263179779053
1752682950.6315324,22478,1.182502269744873
1752682950.6319892,22518,1.1622740030288696
1752682950.6320033,22558,1.1912617683410645
1752682950.632016,22598,1.183146595954895
1752682950.6320279,22638,1.1490064859390259
1752682950.6320407,22678,1.173997163772583
1752682950.6320527,22718,1.1754727363586426
1752682950.632065,22758,1.169610619544983
1752682950.632077,22798,1.2075115442276
1752682950.6323886,22838,1.1916730403900146
1752682950.6324036,22878,1.1681643724441528
1752682950.6324167,22918,1.1677122116088867
1752682950.632611,22958,1.1719615459442139
1752682950.6326256,22998,1.1654047966003418
1752682950.632886,23038,1.1638644933700562
1752682950.6329072,23078,1.2013174295425415
1752682950.6329207,23118,1.1756033897399902
1752682950.6329339,23158,1.1791809797286987
1752682950.633007,23198,1.1835322380065918
1752682950.633235,23238,1.1767501831054688
1752682950.63325,23278,1.1748712062835693
1752682950.633263,23318,1.1960523128509521
1752682950.633502,23358,1.1379730701446533
1752682950.6336088,23398,1.1735538244247437
1752682950.6337097,23438,1.2095831632614136
1752682950.6338096,23478,1.17451810836792
1752682950.63391,23518,1.1997566223144531
1752682950.6340082,23558,1.211693286895752
1752682950.6341076,23598,1.171292781829834
1752682950.634239,23638,1.1919825077056885
1752682950.6343486,23678,1.1990697383880615
1752682950.6344404,23718,1.1923387050628662
1752682950.6347704,23758,1.1602840423583984
1752682950.634892,23798,1.1513112783432007
1752682950.634976,23838,1.1929512023925781
1752682950.6350746,23878,1.1290539503097534
