time,step,stage1_objectness_prec
1752682957.2430632,1878,0.9027853608131409
1752682957.2431996,1918,0.8954474925994873
1752682957.2433078,1918,0.9022662043571472
1752682957.2434142,1958,0.9152376055717468
1752682957.2435076,1958,0.8858588337898254
1752682957.243611,1998,0.8842509984970093
1752682957.2437308,1998,0.9089241027832031
1752682957.2437425,2038,0.8851147890090942
1752682957.2439024,2038,0.9048744440078735
1752682957.244,2078,0.9093413949012756
1752682957.2440953,2078,0.9124685525894165
1752682957.2442021,2118,0.8791840076446533
1752682957.244298,2118,0.9007900953292847
1752682957.2444475,2158,0.9105098843574524
1752682957.2445679,2158,0.9158748388290405
1752682957.2446833,2198,0.8850415349006653
1752682957.2448068,2198,0.8920775651931763
1752682957.2448194,2238,0.9012959003448486
1752682957.244996,2238,0.9016223549842834
1752682957.245142,2278,0.907167911529541
1752682957.24529,2278,0.9193170070648193
1752682957.2456207,2318,0.9004696607589722
1752682957.2458594,2318,0.9118576645851135
1752682957.2458851,2358,0.8844902515411377
1752682957.2460768,2358,0.9022473096847534
1752682957.2460918,2398,0.8902100920677185
1752682957.2461028,2398,0.9044246673583984
1752682957.2462637,2438,0.9034165143966675
1752682957.2464635,2438,0.9122990965843201
1752682957.2465782,2478,0.8933960199356079
1752682957.2466748,2478,0.8976505398750305
1752682957.24678,2518,0.9222205877304077
1752682957.2468758,2518,0.9062107801437378
1752682957.2469776,2558,0.9052577018737793
1752682957.247109,2558,0.9094497561454773
1752682957.2472277,2598,0.9061002135276794
1752682957.2473717,2598,0.9074941873550415
1752682957.24739,2638,0.9138770699501038
1752682957.2476685,2638,0.9003478288650513
1752682957.2476888,2678,0.9095897674560547
1752682957.2477047,2678,0.886588454246521
1752682957.2477202,2718,0.9016379117965698
1752682957.248074,2718,0.8991166949272156
1752682957.2480903,2758,0.8965341448783875
1752682957.248102,2758,0.9166330099105835
1752682957.248112,2798,0.9064168334007263
1752682957.2481217,2838,0.9096379280090332
1752682957.2483525,2878,0.8992525339126587
1752682957.2483654,2918,0.9160086512565613
1752682957.2485533,2958,0.9180377721786499
1752682957.2485678,2998,0.915890097618103
1752682957.2488089,3038,0.9074745178222656
1752682957.248823,3078,0.9044433832168579
1752682957.2489727,3118,0.9057315587997437
1752682957.2491438,3158,0.9100372195243835
1752682957.2491584,3198,0.9046985507011414
1752682957.2492998,3238,0.9064996838569641
1752682957.2494118,3278,0.9122801423072815
1752682957.2495189,3318,0.9104634523391724
1752682957.2496254,3358,0.9163388609886169
1752682957.2497308,3398,0.9028626084327698
1752682957.249833,3438,0.9153758883476257
1752682957.2499363,3478,0.9198901057243347
1752682957.250039,3518,0.9224992394447327
1752682957.2501414,3558,0.9153014421463013
1752682957.2502518,3598,0.9209001064300537
1752682957.2503562,3638,0.908336341381073
1752682957.250595,3678,0.9037812948226929
1752682957.250616,3718,0.8915017247200012
1752682957.2508144,3758,0.916786789894104
1752682957.2509575,3798,0.9234467148780823
1752682957.2510998,3838,0.9125484824180603
1752682957.2512176,3878,0.9060203433036804
1752682957.2513266,3918,0.8964236974716187
1752682957.2514315,3958,0.9093339443206787
1752682957.2515366,3998,0.9128526449203491
1752682957.2516406,4038,0.9123252630233765
1752682957.2517424,4078,0.9138132929801941
1752682957.2518356,4118,0.9107329845428467
1752682957.251927,4158,0.9163989424705505
1752682957.2520664,4198,0.9160768389701843
1752682957.2521641,4238,0.9182294607162476
1752682957.2522695,4278,0.8954684138298035
1752682957.2523737,4318,0.9065765738487244
1752682957.2524762,4358,0.9257832765579224
1752682957.2525868,4398,0.9056911468505859
1752682957.2526953,4438,0.9140931963920593
1752682957.2528036,4478,0.9235764145851135
1752682957.252899,4518,0.9092193841934204
1752682957.2530022,4558,0.9177398681640625
1752682957.2531161,4598,0.9110100865364075
1752682957.2532132,4638,0.9105011820793152
1752682957.2533176,4678,0.8881489038467407
1752682957.25341,4718,0.8902058601379395
1752682957.253523,4758,0.9142653942108154
1752682957.2536407,4798,0.9203658103942871
1752682957.2537568,4838,0.9038839340209961
1752682957.2538662,4878,0.9199890494346619
1752682957.2540336,4918,0.9256435632705688
1752682957.254161,4958,0.9228314161300659
1752682957.254301,4998,0.918849527835846
1752682957.2544138,5038,0.9311328530311584
1752682957.2545378,5078,0.916225016117096
1752682957.2546995,5118,0.9226791858673096
1752682957.2548957,5158,0.9276830554008484
1752682957.2549138,5198,0.9266120791435242
1752682957.2550426,5238,0.9265934228897095
1752682957.2551506,5278,0.9237197041511536
1752682957.2552452,5318,0.9284999966621399
1752682957.2553477,5358,0.9264906048774719
1752682957.2554476,5398,0.9125320315361023
1752682957.2556415,5438,0.9197275042533875
1752682957.2556546,5478,0.9155824780464172
1752682957.255665,5518,0.927029013633728
1752682957.255799,5558,0.9264066815376282
1752682957.2559118,5598,0.9185084700584412
1752682957.2560308,5638,0.9036408066749573
1752682957.2561421,5678,0.9171417951583862
1752682957.2562451,5718,0.9222411513328552
1752682957.2563362,5758,0.9233484864234924
1752682957.256438,5798,0.922827959060669
1752682957.2565382,5838,0.9272650480270386
1752682957.2566519,5878,0.9199073910713196
1752682957.2566628,5918,0.9311471581459045
1752682957.2568192,5958,0.9270172119140625
1752682957.2569227,5998,0.9130711555480957
1752682957.2570288,6038,0.9292218685150146
1752682957.2571325,6078,0.926647961139679
1752682957.2572773,6118,0.9262924790382385
1752682957.2573898,6158,0.921563982963562
1752682957.2574973,6198,0.9216442108154297
1752682957.2576008,6238,0.92481929063797
1752682957.2576923,6278,0.9201766848564148
1752682957.257806,6318,0.919986367225647
1752682957.2579021,6358,0.9235827922821045
1752682957.2580056,6398,0.9256409406661987
1752682957.258119,6438,0.9137620329856873
1752682957.2582302,6478,0.9248118996620178
1752682957.2583246,6518,0.9161365032196045
1752682957.2584252,6558,0.9315890669822693
1752682957.2585166,6598,0.9207775592803955
1752682957.2586174,6638,0.926091194152832
1752682957.2587175,6678,0.9220847487449646
1752682957.2588341,6718,0.91871577501297
1752682957.2589223,6758,0.927554726600647
1752682957.2590241,6798,0.9297979474067688
1752682957.2591155,6838,0.9327152967453003
1752682957.2592368,6878,0.9236097931861877
1752682957.2593477,6918,0.9240744709968567
1752682957.2594476,6958,0.9216768145561218
1752682957.259543,6998,0.926833987236023
1752682957.2596464,7038,0.9355538487434387
1752682957.2597954,7078,0.9096358418464661
1752682957.2598076,7118,0.9200190305709839
1752682957.2599301,7158,0.9281448125839233
1752682957.2600937,7198,0.9280334115028381
1752682957.2602127,7238,0.9274811744689941
1752682957.2603304,7278,0.9230203628540039
1752682957.2604923,7318,0.9199864864349365
1752682957.2605073,7358,0.9319041967391968
1752682957.2606413,7398,0.9255557060241699
1752682957.2607553,7438,0.9242949485778809
1752682957.2609813,7478,0.928129255771637
1752682957.2611482,7518,0.9148626923561096
1752682957.2612631,7558,0.9307076334953308
1752682957.2613742,7598,0.9137011766433716
1752682957.2614822,7638,0.9209015965461731
1752682957.2615888,7678,0.9198329448699951
1752682957.261696,7718,0.9302937388420105
1752682957.261804,7758,0.9270820021629333
1752682957.26192,7798,0.9221047163009644
1752682957.262032,7838,0.9289132356643677
1752682957.2621434,7878,0.9226678013801575
1752682957.2622664,7918,0.9361446499824524
1752682957.2623782,7958,0.9344852566719055
1752682957.2624848,7998,0.9265976548194885
1752682957.2626293,8038,0.9285263419151306
1752682957.2627115,8078,0.9150559902191162
1752682957.2628617,8118,0.9333863258361816
1752682957.2629833,8158,0.9222366809844971
1752682957.2630649,8198,0.9146708846092224
1752682957.2631438,8238,0.9282011389732361
1752682957.2633264,8278,0.9271686673164368
1752682957.263451,8318,0.929046630859375
1752682957.2635674,8358,0.927099347114563
1752682957.2636776,8398,0.9307916760444641
1752682957.263815,8438,0.9254903793334961
1752682957.2639306,8478,0.9333104491233826
1752682957.2640476,8518,0.9384530186653137
1752682957.2641618,8558,0.9231158494949341
1752682957.2642713,8598,0.9298259019851685
1752682957.2643783,8638,0.9268264174461365
1752682957.264489,8678,0.9227396249771118
1752682957.2646115,8718,0.9265096783638
1752682957.2647288,8758,0.9320924282073975
1752682957.2648394,8798,0.9260125160217285
1752682957.2649467,8838,0.9350288510322571
1752682957.2650557,8878,0.9367807507514954
1752682957.2651668,8918,0.9289350509643555
1752682957.2652843,8958,0.926317036151886
1752682957.2655337,8998,0.9261518716812134
1752682957.265675,9038,0.9311438798904419
1752682957.2658134,9078,0.9273059368133545
1752682957.2660608,9118,0.9274131059646606
1752682957.2660766,9158,0.9287875294685364
1752682957.2660933,9198,0.930193305015564
1752682957.2662416,9238,0.9354657530784607
1752682957.2664876,9278,0.9284286499023438
1752682957.2668362,9318,0.929905891418457
1752682957.2668533,9358,0.9357333779335022
1752682957.2668655,9398,0.9356185793876648
1752682957.2670295,9438,0.9277477860450745
1752682957.2671459,9478,0.9256396889686584
1752682957.267245,9518,0.9396232962608337
1752682957.267401,9558,0.9309438467025757
1752682957.2675169,9598,0.9287694692611694
1752682957.267667,9638,0.9315407276153564
1752682957.2677925,9678,0.9356439709663391
1752682957.267895,9718,0.9317060112953186
1752682957.2680016,9758,0.9249892830848694
1752682957.2681074,9798,0.9267275929450989
1752682957.268215,9838,0.9241364002227783
1752682957.2683392,9878,0.9292129278182983
1752682957.268443,9918,0.9221624135971069
1752682957.268555,9958,0.9402848482131958
1752682957.2687852,9998,0.9417934417724609
1752682957.2689452,10038,0.9292545914649963
1752682957.269024,10078,0.9301656484603882
1752682957.269196,10118,0.9332016706466675
1752682957.2692955,10158,0.9311095476150513
1752682957.2693684,10198,0.9306195378303528
1752682957.269504,10238,0.9252312779426575
1752682957.2696433,10278,0.9296409487724304
1752682957.2697513,10318,0.9389089345932007
1752682957.2698576,10358,0.9325836300849915
1752682957.2699509,10398,0.9360153675079346
1752682957.2700539,10438,0.9362161159515381
1752682957.2701528,10478,0.9271471500396729
1752682957.270293,10518,0.9253516793251038
1752682957.2704785,10558,0.926443338394165
1752682957.2705646,10598,0.925038754940033
1752682957.2706904,10638,0.9294046759605408
1752682957.2707734,10678,0.9397932887077332
1752682957.2709854,10718,0.9349361062049866
1752682957.2710023,10758,0.9355687499046326
1752682957.2712255,10798,0.9376724362373352
1752682957.2712421,10838,0.925905704498291
1752682957.2714033,10878,0.9269000887870789
1752682957.2715468,10918,0.9355645775794983
1752682957.2716923,10958,0.9309144616127014
1752682957.2718046,10998,0.9314668774604797
1752682957.2719002,11038,0.9302129745483398
1752682957.272006,11078,0.9254884123802185
1752682957.2721524,11118,0.9359521865844727
1752682957.272363,11158,0.9342334866523743
1752682957.2723782,11198,0.9261875152587891
1752682957.2723897,11238,0.9230359792709351
1752682957.2725637,11278,0.9311313629150391
1752682957.2727349,11318,0.925663948059082
1752682957.2728753,11358,0.9290480613708496
1752682957.2730167,11398,0.9285154938697815
1752682957.27317,11438,0.9304912090301514
1752682957.2733588,11478,0.9330495595932007
1752682957.2733748,11518,0.9314605593681335
1752682957.2735457,11558,0.9259530901908875
1752682957.2735596,11598,0.9297082424163818
1752682957.2736971,11638,0.9383974075317383
1752682957.2741,11678,0.9279206395149231
1752682957.27429,11718,0.9311817288398743
1752682957.2744622,11758,0.940077006816864
1752682957.2745793,11798,0.9284492135047913
1752682957.2747085,11838,0.9369443655014038
1752682957.2748544,11878,0.9359216690063477
1752682957.2758505,11918,0.9343427419662476
1752682957.2762847,11958,0.934708833694458
1752682957.2763054,11998,0.9334986805915833
1752682957.2763221,12038,0.937373697757721
1752682957.2763371,12078,0.9304649829864502
1752682957.276351,12118,0.9354866147041321
1752682957.2763646,12158,0.9324449896812439
1752682957.2763782,12198,0.9371843338012695
1752682957.2767165,12238,0.934544563293457
1752682957.2769365,12278,0.9312152862548828
1752682957.2772312,12318,0.9308381676673889
1752682957.277251,12358,0.9328743815422058
1752682957.2772677,12398,0.931490957736969
1752682957.2775698,12438,0.9347679018974304
1752682957.2776108,12478,0.9370135068893433
1752682957.2776325,12518,0.9296244382858276
1752682957.2776492,12558,0.9367972016334534
1752682957.277664,12598,0.9388562440872192
1752682957.2776783,12638,0.9223120212554932
1752682957.2778277,12678,0.9285069108009338
1752682957.2779653,12718,0.9340229034423828
1752682957.2779846,12758,0.9361821413040161
1752682957.2781432,12798,0.9310047030448914
1752682957.2783234,12838,0.9334561228752136
1752682957.2785623,12878,0.9342134594917297
1752682957.2785802,12918,0.9355736374855042
1752682957.2785964,12958,0.9376611113548279
1752682957.278809,12998,0.9379528760910034
1752682957.2788265,13038,0.9346523284912109
1752682957.2789388,13078,0.9292112588882446
1752682957.2793286,13118,0.929629385471344
1752682957.2793484,13158,0.9322319030761719
1752682957.2793653,13198,0.9323002099990845
1752682957.2793794,13238,0.9317442774772644
1752682957.279393,13278,0.9418121576309204
1752682957.2795389,13318,0.9351199865341187
1752682957.2796774,13358,0.9329965114593506
1752682957.2796977,13398,0.9324480295181274
1752682957.279894,13438,0.9331432580947876
1752682957.2799149,13478,0.9327198266983032
1752682957.2800934,13518,0.9391688108444214
1752682957.280111,13558,0.9253371357917786
1752682957.2802901,13598,0.9373295307159424
1752682957.280308,13638,0.9355369806289673
1752682957.2806177,13678,0.9322529435157776
1752682957.2807915,13718,0.9392592310905457
1752682957.2808096,13758,0.9384320378303528
1752682957.2809865,13798,0.9349002838134766
1752682957.2810054,13838,0.9330768585205078
1752682957.281179,13878,0.9323686361312866
1752682957.2811966,13918,0.9341640472412109
1752682957.281333,13958,0.9239076375961304
1752682957.281481,13998,0.9403489828109741
1752682957.2814984,14038,0.939399003982544
1752682957.281679,14078,0.9385155439376831
1752682957.2816985,14118,0.9294225573539734
1752682957.281877,14158,0.9309619069099426
1752682957.2818947,14198,0.9429176449775696
1752682957.282065,14238,0.9363580942153931
1752682957.2820826,14278,0.9295060634613037
1752682957.2822382,14318,0.9239518642425537
1752682957.2823796,14358,0.9230027794837952
1752682957.2823973,14398,0.9348646402359009
1752682957.2825677,14438,0.937065839767456
1752682957.282585,14478,0.9384706616401672
1752682957.2827568,14518,0.9355253577232361
1752682957.2827742,14558,0.9454206824302673
1752682957.2829468,14598,0.9335613250732422
1752682957.2829645,14638,0.9326568245887756
1752682957.283147,14678,0.9315264225006104
1752682957.2831645,14718,0.9376315474510193
1752682957.2833204,14758,0.9251774549484253
1752682957.283448,14798,0.9367120862007141
1752682957.283465,14838,0.9430943727493286
1752682957.2836182,14878,0.9367437362670898
1752682957.2837713,14918,0.9348596334457397
1752682957.2837896,14958,0.9373012781143188
1752682957.283965,14998,0.9402748346328735
1752682957.283983,15038,0.9347237348556519
1752682957.2841825,15078,0.9371243119239807
1752682957.284201,15118,0.9345737099647522
1752682957.2845726,15158,0.934827446937561
1752682957.2847078,15198,0.929752767086029
1752682957.2848346,15238,0.9381328225135803
1752682957.2849562,15278,0.9374855756759644
1752682957.2850788,15318,0.9294775724411011
1752682957.2851977,15358,0.9346654415130615
1752682957.2853181,15398,0.9400642514228821
1752682957.285437,15438,0.934043288230896
1752682957.2860496,15478,0.9260691404342651
1752682957.2860692,15518,0.9376917481422424
1752682957.2860854,15558,0.9264160394668579
1752682957.286101,15598,0.9445536732673645
1752682957.2861164,15638,0.9407137036323547
1752682957.2861266,15678,0.9313241243362427
1752682957.2861366,15718,0.9306934475898743
1752682957.2861466,15758,0.936631977558136
1752682957.2861562,15798,0.9341650009155273
1752682957.286166,15838,0.9382344484329224
1752682957.2864287,15878,0.9265127182006836
1752682957.2866378,15918,0.9396571516990662
1752682957.2867634,15958,0.9403711557388306
1752682957.2869742,15998,0.9370673894882202
1752682957.2869892,16038,0.9320974946022034
1752682957.287159,16078,0.9294587969779968
1752682957.287173,16118,0.9368165731430054
1752682957.2873044,16158,0.934673547744751
1752682957.2874212,16198,0.9340103268623352
1752682957.2875829,16238,0.9323359727859497
1752682957.2875977,16278,0.9331095814704895
1752682957.2877862,16318,0.9358989000320435
1752682957.2878008,16358,0.9391197562217712
1752682957.287999,16398,0.9365953207015991
1752682957.2880127,16438,0.9361216425895691
1752682957.2881482,16478,0.9383432269096375
1752682957.2882874,16518,0.9399609565734863
1752682957.288427,16558,0.9382606148719788
1752682957.2884402,16598,0.9338281750679016
1752682957.2886689,16638,0.9326591491699219
1752682957.2886903,16678,0.9332697987556458
1752682957.288879,16718,0.937676191329956
1752682957.2888947,16758,0.9349275231361389
1752682957.289054,16798,0.9372825026512146
1752682957.289068,16838,0.935340404510498
1752682957.2892158,16878,0.9444774985313416
1752682957.289394,16918,0.9352585673332214
1752682957.289409,16958,0.9371840357780457
1752682957.2895696,16998,0.9388765692710876
1752682957.2895832,17038,0.9288274049758911
1752682957.2897346,17078,0.9345617294311523
1752682957.2898493,17118,0.9327272772789001
1752682957.2899666,17158,0.9400237202644348
1752682957.2901316,17198,0.9369886517524719
1752682957.2901459,17238,0.9330235719680786
1752682957.2902417,17278,0.9405387043952942
1752682957.2904081,17318,0.9373400807380676
1752682957.290612,17358,0.93451988697052
1752682957.2906284,17398,0.938725471496582
1752682957.2908244,17438,0.9382805824279785
1752682957.2908406,17478,0.9361564517021179
1752682957.290987,17518,0.9383757710456848
1752682957.2911124,17558,0.9347222447395325
1752682957.2912707,17598,0.9402211904525757
1752682957.2914624,17638,0.9362887740135193
1752682957.2916713,17678,0.9428647756576538
1752682957.2918339,17718,0.9376018643379211
1752682957.2919552,17758,0.9386003017425537
1752682957.292091,17798,0.9397989511489868
1752682957.2922366,17838,0.9462898969650269
1752682957.2923694,17878,0.9328339099884033
1752682957.2924962,17918,0.9262743592262268
1752682957.2926285,17958,0.9220632314682007
1752682957.292736,17998,0.9308361411094666
1752682957.2927492,18038,0.938639760017395
1752682957.292906,18078,0.9348454475402832
1752682957.2930334,18118,0.9355056881904602
1752682957.2932231,18158,0.9369513988494873
1752682957.293238,18198,0.9316985011100769
1752682957.2933621,18238,0.9374778866767883
1752682957.293375,18278,0.9370678067207336
1752682957.293549,18318,0.9375627040863037
1752682957.293697,18358,0.936461329460144
1752682957.2937727,18398,0.9322317838668823
1752682957.2939093,18438,0.9401979446411133
1752682957.2940693,18478,0.9397574067115784
1752682957.2940838,18518,0.9397746920585632
1752682957.2942724,18558,0.937093198299408
1752682957.2942872,18598,0.9309556484222412
1752682957.2943957,18638,0.9404913783073425
1752682957.2945619,18678,0.9365501403808594
1752682957.2946923,18718,0.9347529411315918
1752682957.2948658,18758,0.93486487865448
1752682957.2948802,18798,0.9390254020690918
1752682957.2950444,18838,0.937876284122467
1752682957.2951646,18878,0.9333859086036682
1752682957.2953162,18918,0.936869204044342
1752682957.2957268,18958,0.9369586110115051
1752682957.2957435,18998,0.9357737898826599
1752682957.2957582,19038,0.9391652941703796
1752682957.295776,19078,0.9340744614601135
1752682957.2959838,19118,0.9326794147491455
1752682957.295998,19158,0.9375553727149963
1752682957.296009,19198,0.9427791237831116
1752682957.2963946,19238,0.9322159886360168
1752682957.296414,19278,0.9393227100372314
1752682957.2965744,19318,0.921286940574646
1752682957.296682,19358,0.9267627000808716
1752682957.2967937,19398,0.9402057528495789
1752682957.2969053,19438,0.9294378161430359
1752682957.2970164,19478,0.9320117831230164
1752682957.2973025,19518,0.9370785355567932
1752682957.2973216,19558,0.933664858341217
1752682957.2973344,19598,0.9419941306114197
1752682957.297346,19638,0.9349856972694397
1752682957.2975764,19678,0.9334078431129456
1752682957.297592,19718,0.9418060183525085
1752682957.2977448,19758,0.934502899646759
1752682957.2978532,19798,0.9345707893371582
1752682957.2979636,19838,0.9294461011886597
1752682957.2980723,19878,0.9409242272377014
1752682957.2981791,19918,0.9405392408370972
1752682957.2983458,19958,0.9415722489356995
1752682957.2984536,19998,0.9405063390731812
1752682957.2985597,20038,0.9338135719299316
1752682957.2986662,20078,0.9328246712684631
1752682957.2987714,20118,0.937403678894043
1752682957.2988772,20158,0.9386847615242004
1752682957.2989712,20198,0.9430396556854248
1752682957.2991078,20238,0.9378780126571655
1752682957.2992377,20278,0.9409569501876831
1752682957.2993526,20318,0.9358199834823608
1752682957.2994628,20358,0.9397944808006287
1752682957.2995718,20398,0.9325600862503052
1752682957.2996802,20438,0.9313721060752869
1752682957.2997909,20478,0.9402374625205994
1752682957.2998993,20518,0.9363964796066284
1752682957.3000064,20558,0.9370331168174744
1752682957.300113,20598,0.9426719546318054
1752682957.300219,20638,0.9404179453849792
1752682957.3003254,20678,0.9425092935562134
1752682957.3006382,20718,0.9412515163421631
1752682957.3006551,20758,0.9397227168083191
1752682957.300667,20798,0.9302757978439331
1752682957.3008947,20838,0.9314122200012207
1752682957.3009088,20878,0.9358133673667908
1752682957.3010402,20918,0.9361240267753601
1752682957.30114,20958,0.9403200149536133
1752682957.3012617,20998,0.9316045045852661
1752682957.301377,21038,0.9405535459518433
1752682957.301512,21078,0.9288167953491211
1752682957.3015313,21118,0.9372303485870361
1752682957.3019881,21158,0.934171736240387
1752682957.3020055,21198,0.9354709982872009
1752682957.3020177,21238,0.940777063369751
1752682957.302029,21278,0.9407084584236145
1752682957.3020394,21318,0.9379472136497498
1752682957.3020496,21358,0.9374733567237854
1752682957.302331,21398,0.9384804368019104
1752682957.3023465,21438,0.9446533918380737
1752682957.302468,21478,0.9439669847488403
1752682957.3025815,21518,0.9404769539833069
1752682957.302705,21558,0.9386875629425049
1752682957.3028343,21598,0.9338884949684143
1752682957.302951,21638,0.9391758441925049
1752682957.3032308,21678,0.9375548958778381
1752682957.3032548,21718,0.9359569549560547
1752682957.3032682,21758,0.9352856278419495
1752682957.3032796,21798,0.9414368867874146
1752682957.3034766,21838,0.9371201992034912
1752682957.303589,21878,0.9422374963760376
1752682957.3037002,21918,0.9394676685333252
1752682957.3038568,21958,0.9316976070404053
1752682957.3039677,21998,0.93732750415802
1752682957.304077,22038,0.9328160285949707
1752682957.3041832,22078,0.9353825449943542
1752682957.304291,22118,0.9322984218597412
1752682957.3043973,22158,0.9394397139549255
1752682957.3045027,22198,0.944028377532959
1752682957.30461,22238,0.9350005984306335
1752682957.3047173,22278,0.9430003762245178
1752682957.3048244,22318,0.9392128586769104
1752682957.30493,22358,0.9418927431106567
1752682957.3050356,22398,0.9386971592903137
1752682957.3051534,22438,0.9308668971061707
1752682957.305285,22478,0.9446049928665161
1752682957.3055274,22518,0.9374428987503052
1752682957.30566,22558,0.9388922452926636
1752682957.3057823,22598,0.9344733953475952
1752682957.3059034,22638,0.9407309293746948
1752682957.3060048,22678,0.9310871362686157
1752682957.3061135,22718,0.9434427618980408
1752682957.3062308,22758,0.9330002665519714
1752682957.306339,22798,0.9415476322174072
1752682957.3064337,22838,0.9390287399291992
1752682957.306569,22878,0.9357806444168091
1752682957.3066988,22918,0.9438928961753845
1752682957.306809,22958,0.940966784954071
1752682957.3069162,22998,0.945053219795227
1752682957.3070228,23038,0.93896484375
1752682957.3071303,23078,0.9323550462722778
1752682957.3073,23118,0.9356649518013
1752682957.3074367,23158,0.9333513975143433
1752682957.3078704,23198,0.9358753561973572
1752682957.307895,23238,0.9334671497344971
1752682957.3079126,23278,0.9422641396522522
1752682957.3081684,23318,0.9355033040046692
1752682957.308311,23358,0.9411038160324097
1752682957.3084738,23398,0.9357978105545044
1752682957.3087654,23438,0.9386928677558899
1752682957.3087828,23478,0.9402520060539246
1752682957.3087988,23518,0.9384930729866028
1752682957.3088145,23558,0.9351751804351807
1752682957.3088298,23598,0.9387335181236267
1752682957.3089888,23638,0.9412896037101746
1752682957.309143,23678,0.9374033212661743
1752682957.3091612,23718,0.9404275417327881
