time,step,graspable_count_stage1
1752682949.7636998,6238,2064.449951171875
1752682949.763713,6278,2111.324951171875
1752682949.7637262,6318,1965.675048828125
1752682949.7637389,6358,2105.550048828125
1752682949.764263,6398,2127.074951171875
1752682949.764278,6438,1866.074951171875
1752682949.7642927,6478,1986.175048828125
1752682949.7643056,6518,2201.300048828125
1752682949.7643185,6558,2305.375
1752682949.764331,6598,2432.77490234375
1752682949.7643437,6638,2173.949951171875
1752682949.7643566,6678,1770.1500244140625
1752682949.764369,6718,2067.324951171875
1752682949.7648017,6758,2303.22509765625
1752682949.7648187,6798,2157.449951171875
1752682949.764832,6838,2314.39990234375
1752682949.7648454,6878,2126.074951171875
1752682949.7648578,6918,2286.800048828125
1752682949.7653944,6958,2087.300048828125
1752682949.7654088,6998,2301.375
1752682949.7654219,7038,2165.89990234375
1752682949.7654347,7078,2148.10009765625
1752682949.7654479,7118,2004.449951171875
1752682949.765477,7158,2127.64990234375
1752682949.7654967,7198,2265.60009765625
1752682949.7655127,7238,2238.050048828125
1752682949.7655258,7278,1998.9000244140625
1752682949.7655385,7318,1962.0250244140625
1752682949.7658844,7358,2049.97509765625
1752682949.765903,7398,1915.3499755859375
1752682949.7659178,7438,1983.4000244140625
1752682949.7662973,7478,2028.2750244140625
1752682949.7663136,7518,2296.72509765625
1752682949.7663262,7558,2163.27490234375
1752682949.7663398,7598,2122.72509765625
1752682949.766353,7638,1849.375
1752682949.7663662,7678,2179.60009765625
1752682949.7664955,7718,2103.39990234375
1752682949.7667477,7758,2247.14990234375
1752682949.7667637,7798,2139.824951171875
1752682949.7667792,7838,2186.27490234375
1752682949.7670782,7878,1802.625
1752682949.7670949,7918,2013.375
1752682949.7671087,7958,2098.47509765625
1752682949.767123,7998,2082.824951171875
1752682949.7673075,8038,2070.300048828125
1752682949.7673237,8078,2079.39990234375
1752682949.7673368,8118,2251.75
1752682949.767683,8158,2055.449951171875
1752682949.7676992,8198,2126.25
1752682949.7677128,8238,1978.699951171875
1752682949.7677264,8278,2138.074951171875
1752682949.7679427,8318,2310.64990234375
1752682949.7679565,8358,2125.72509765625
1752682949.7679698,8398,2361.574951171875
1752682949.7682712,8438,2123.0
1752682949.7682855,8478,1969.199951171875
1752682949.7682993,8518,2308.199951171875
1752682949.768313,8558,1966.7249755859375
1752682949.7685604,8598,1953.0
1752682949.768578,8638,2283.574951171875
1752682949.768592,8678,2290.52490234375
1752682949.769072,8718,2116.75
1752682949.7690878,8758,2134.89990234375
1752682949.7691016,8798,2036.675048828125
1752682949.7691152,8838,2190.77490234375
1752682949.7691288,8878,2039.550048828125
1752682949.7691414,8918,2045.5250244140625
1752682949.769154,8958,1972.1500244140625
1752682949.7691884,8998,1955.875
1752682949.7692063,9038,1865.2750244140625
1752682949.769691,9078,2091.85009765625
1752682949.7697093,9118,2106.949951171875
1752682949.7697234,9158,2025.425048828125
1752682949.7697372,9198,2289.324951171875
1752682949.7697508,9238,2109.625
1752682949.7697635,9278,2090.89990234375
1752682949.769776,9318,2150.39990234375
1752682949.7702591,9358,2077.85009765625
1752682949.7702746,9398,2048.25
1752682949.7702873,9438,2284.02490234375
1752682949.770302,9478,1795.9000244140625
1752682949.7703147,9518,2334.75
1752682949.770327,9558,2175.52490234375
1752682949.7703397,9598,2037.5999755859375
1752682949.7705922,9638,2243.625
1752682949.770614,9678,2169.949951171875
1752682949.7710733,9718,2074.25
1752682949.771092,9758,1919.4000244140625
1752682949.771106,9798,2160.875
1752682949.7711198,9838,2080.925048828125
1752682949.7711332,9878,1846.25
1752682949.771146,9918,1925.324951171875
1752682949.7715068,9958,2033.675048828125
1752682949.771523,9998,2068.77490234375
1752682949.7715364,10038,1890.2750244140625
1752682949.7715497,10078,2143.699951171875
1752682949.7715628,10118,2034.675048828125
1752682949.771685,10158,2339.199951171875
1752682949.7719173,10198,2152.25
1752682949.7719328,10238,2188.85009765625
1752682949.7719464,10278,1955.5999755859375
1752682949.7721093,10318,2238.64990234375
1752682949.7722347,10358,2304.25
1752682949.7722511,10398,2265.449951171875
1752682949.772695,10438,1951.300048828125
1752682949.7727203,10478,2153.074951171875
1752682949.7727368,10518,2224.199951171875
1752682949.7727516,10558,2193.949951171875
1752682949.7727654,10598,2089.050048828125
1752682949.7729967,10638,2003.0999755859375
1752682949.7731164,10678,2202.425048828125
1752682949.7732306,10718,2082.35009765625
1752682949.7733407,10758,2081.0
1752682949.7738771,10798,2203.949951171875
1752682949.7740002,10838,2166.425048828125
1752682949.774436,10878,2083.425048828125
1752682949.774654,10918,2093.824951171875
1752682949.7748127,10958,2100.39990234375
1752682949.774929,10998,1944.824951171875
1752682949.775042,11038,1984.8499755859375
1752682949.7751539,11078,2035.8499755859375
1752682949.775264,11118,1875.5
1752682949.775374,11158,2688.75
1752682949.7757041,11198,1823.949951171875
1752682949.7757256,11238,2126.425048828125
1752682949.7757413,11278,2193.800048828125
1752682949.775756,11318,1988.574951171875
1752682949.775769,11358,1974.550048828125
1752682949.7757823,11398,2109.050048828125
1752682949.776018,11438,2275.52490234375
1752682949.7761528,11478,2217.52490234375
1752682949.7762692,11518,2097.175048828125
1752682949.776404,11558,1964.4749755859375
1752682949.7765214,11598,2147.35009765625
1752682949.7766368,11638,2106.949951171875
1752682949.7767744,11678,2085.699951171875
1752682949.776859,11718,1801.800048828125
1752682949.7769816,11758,2255.699951171875
1752682949.7770936,11798,1849.300048828125
1752682949.777205,11838,2128.64990234375
1752682949.777315,11878,2151.97509765625
1752682949.7774243,11918,2015.125
1752682949.7775407,11958,2052.550048828125
1752682949.777653,11998,1901.2249755859375
1752682949.7777631,12038,2022.949951171875
1752682949.7798257,12078,2207.199951171875
1752682949.7798445,12118,1992.574951171875
1752682949.7798603,12158,1981.925048828125
1752682949.779874,12198,1968.2750244140625
1752682949.7800121,12238,1964.375
1752682949.7801824,12278,2030.9000244140625
1752682949.7802975,12318,2059.72509765625
1752682949.780636,12358,2175.25
1752682949.7806554,12398,1910.6500244140625
1752682949.7808058,12438,1890.425048828125
1752682949.7809215,12478,2090.875
1752682949.7810326,12518,2175.324951171875
1752682949.7811422,12558,2279.75
1752682949.7815742,12598,2032.625
1752682949.7815928,12638,2166.25
1752682949.781796,12678,1885.2249755859375
1752682949.7819684,12718,1880.800048828125
1752682949.7820833,12758,2348.5
1752682949.7822087,12798,2048.85009765625
1752682949.7823281,12838,2242.824951171875
1752682949.7824428,12878,2115.175048828125
1752682949.782565,12918,1979.6500244140625
1752682949.7826781,12958,2216.875
1752682949.7827897,12998,2108.050048828125
1752682949.782902,13038,2007.050048828125
1752682949.7830014,13078,2126.199951171875
1752682949.7831335,13118,2209.22509765625
1752682949.783252,13158,1910.6500244140625
1752682949.7833662,13198,1938.5250244140625
1752682949.7834783,13238,2251.77490234375
1752682949.783608,13278,2219.800048828125
1752682949.7857985,13318,1798.125
1752682949.7858248,13358,2192.77490234375
1752682949.7858448,13398,2371.64990234375
1752682949.7858624,13438,2052.89990234375
1752682949.7858784,13478,2027.7750244140625
1752682949.7858934,13518,2177.5
1752682949.7859077,13558,1866.675048828125
1752682949.7859225,13598,2349.050048828125
1752682949.7859368,13638,2144.10009765625
1752682949.7861714,13678,1991.375
1752682949.7862165,13718,1934.9749755859375
1752682949.786437,13758,2217.72509765625
1752682949.7864623,13798,2226.14990234375
1752682949.7866673,13838,1973.9749755859375
1752682949.7866905,13878,1840.949951171875
1752682949.7879596,13918,1949.824951171875
1752682949.7879896,13958,1961.675048828125
1752682949.7880094,13998,2003.574951171875
1752682949.7880244,14038,2044.550048828125
1752682949.7880375,14078,2113.47509765625
1752682949.78805,14118,1956.1500244140625
1752682949.7882388,14158,2101.02490234375
1752682949.788257,14198,2215.75
1752682949.7887373,14238,2164.625
1752682949.7889087,14278,1951.425048828125
1752682949.7890406,14318,1988.4000244140625
1752682949.7892125,14358,2084.675048828125
1752682949.789309,14398,2426.925048828125
1752682949.7894194,14438,2059.64990234375
1752682949.7895765,14478,1933.574951171875
1752682949.7897058,14518,2252.800048828125
1752682949.7898142,14558,2054.75
1752682949.7899227,14598,1999.8499755859375
1752682949.7900329,14638,2205.85009765625
1752682949.7901409,14678,1972.2249755859375
1752682949.7904112,14718,2123.72509765625
1752682949.790432,14758,2031.75
1752682949.7907262,14798,2193.47509765625
1752682949.790742,14838,2378.0
1752682949.7910469,14878,2103.824951171875
1752682949.7910614,14918,2016.5
1752682949.7910726,14958,2209.949951171875
1752682949.791083,14998,2213.074951171875
1752682949.791094,15038,1910.875
1752682949.7914164,15078,2285.89990234375
1752682949.7914362,15118,2205.800048828125
1752682949.7914515,15158,2028.3499755859375
1752682949.791466,15198,2152.925048828125
1752682949.7914803,15238,1996.0999755859375
1752682949.7914941,15278,2036.949951171875
1752682949.7916815,15318,1983.4000244140625
1752682949.7916956,15358,1898.1500244140625
1752682949.791902,15398,2005.074951171875
1752682949.7919993,15438,2019.5999755859375
1752682949.7922792,15478,2068.675048828125
1752682949.7922966,15518,1919.0250244140625
1752682949.7924583,15558,2040.125
1752682949.7924705,15598,2017.550048828125
1752682949.7926307,15638,2053.75
1752682949.7926419,15678,1979.5250244140625
1752682949.7927597,15718,1903.050048828125
1752682949.7927706,15758,2005.5999755859375
1752682949.7929404,15798,2072.97509765625
1752682949.7929547,15838,1983.3499755859375
1752682949.7931068,15878,2252.074951171875
1752682949.7931182,15918,1990.625
1752682949.793625,15958,2025.175048828125
1752682949.793658,15998,2054.25
1752682949.7938213,16038,2102.824951171875
1752682949.7938344,16078,2135.52490234375
1752682949.7939591,16118,2032.050048828125
1752682949.7940493,16158,2291.800048828125
1752682949.794138,16198,2072.550048828125
1752682949.794235,16238,2208.550048828125
1752682949.7943552,16278,2091.300048828125
1752682949.7943656,16318,2101.625
1752682949.794472,16358,2194.35009765625
1752682949.7946036,16398,2130.300048828125
1752682949.7946146,16438,2073.324951171875
1752682949.7947702,16478,1904.675048828125
1752682949.794781,16518,1964.324951171875
1752682949.7949426,16558,1979.9749755859375
1752682949.7949572,16598,1822.625
1752682949.7950833,16638,1955.9000244140625
1752682949.7952056,16678,1970.1500244140625
1752682949.7962296,16718,1869.0
1752682949.7963965,16758,2042.9749755859375
1752682949.7965415,16798,2147.47509765625
1752682949.79672,16838,2019.449951171875
1752682949.7968423,16878,1962.7750244140625
1752682949.7969587,16918,1983.625
1752682949.7970376,16958,2111.72509765625
1752682949.7971365,16998,2060.14990234375
1752682949.7972362,17038,1949.1500244140625
1752682949.7973356,17078,2134.27490234375
1752682949.7974358,17118,2019.699951171875
1752682949.797782,17158,2198.875
1752682949.7977984,17198,2180.72509765625
1752682949.7978103,17238,2064.675048828125
1752682949.7978215,17278,2008.175048828125
1752682949.7978323,17318,1916.0999755859375
1752682949.7978857,17358,1904.675048828125
1752682949.797903,17398,2020.675048828125
1752682949.7980301,17438,2064.27490234375
1752682949.7981417,17478,1859.75
1752682949.798277,17518,2225.14990234375
1752682949.7983985,17558,1945.074951171875
1752682949.7985091,17598,1959.625
1752682949.798599,17638,1870.425048828125
1752682949.7986944,17678,2162.25
1752682949.7987907,17718,1986.6500244140625
1752682949.7988877,17758,1997.0999755859375
1752682949.798993,17798,2143.675048828125
1752682949.7990825,17838,2355.875
1752682949.79918,17878,2136.77490234375
1752682949.7992764,17918,1927.425048828125
1752682949.799368,17958,2085.39990234375
1752682949.799466,17998,1856.1500244140625
1752682949.7995713,18038,1872.925048828125
1752682949.7996588,18078,2098.449951171875
1752682949.7997556,18118,2193.27490234375
1752682949.7998512,18158,2129.89990234375
1752682949.799947,18198,1932.2750244140625
1752682949.8000305,18238,2066.60009765625
1752682949.8005948,18278,1832.425048828125
1752682949.8006098,18318,2010.25
1752682949.800621,18358,1832.074951171875
1752682949.8006313,18398,1841.5
1752682949.8006413,18438,1922.3499755859375
1752682949.800651,18478,2145.75
1752682949.8006608,18518,2217.050048828125
1752682949.8006701,18558,1964.5
1752682949.80068,18598,2105.824951171875
1752682949.8006895,18638,1894.25
1752682949.8008893,18678,1983.375
1752682949.8010445,18718,1884.875
1752682949.8011343,18758,2083.125
1752682949.8014529,18798,2109.77490234375
1752682949.8014703,18838,1965.5
1752682949.8014817,18878,2022.625
1752682949.8014932,18918,1918.625
1752682949.8015034,18958,1917.375
1752682949.8015134,18998,2009.2249755859375
1752682949.8015234,19038,1895.0999755859375
1752682949.801626,19078,2232.675048828125
1752682949.801752,19118,1983.199951171875
1752682949.8019013,19158,2054.02490234375
1752682949.8019884,19198,1893.949951171875
1752682949.8020864,19238,2004.25
1752682949.802184,19278,2376.64990234375
1752682949.8022866,19318,2050.14990234375
1752682949.8023815,19358,2344.52490234375
1752682949.802467,19398,1943.175048828125
1752682949.8025692,19438,1931.925048828125
1752682949.802666,19478,2156.27490234375
1752682949.8027623,19518,1863.449951171875
1752682949.8028567,19558,2136.175048828125
1752682949.803144,19598,2219.52490234375
1752682949.8032422,19638,1886.699951171875
1752682949.8033466,19678,1887.875
1752682949.8034494,19718,1847.300048828125
1752682949.8037195,19758,1799.7750244140625
1752682949.8041327,19798,2035.675048828125
1752682949.8041818,19838,1883.625
1752682949.8043518,19878,1963.9749755859375
1752682949.8044622,19918,2007.2750244140625
1752682949.804713,19958,2021.25
1752682949.8047302,19998,2030.8499755859375
1752682949.8048744,20038,2148.175048828125
1752682949.8049803,20078,2033.2249755859375
1752682949.8050838,20118,1953.4000244140625
1752682949.8051867,20158,2071.72509765625
1752682949.8052871,20198,2159.074951171875
1752682949.8053932,20238,2085.89990234375
1752682949.8054638,20278,2032.125
1752682949.8055434,20318,2047.2750244140625
1752682949.8057,20358,1966.050048828125
1752682949.8058062,20398,1964.425048828125
1752682949.8059075,20438,1966.125
1752682949.8060076,20478,2119.199951171875
1752682949.8061082,20518,2076.175048828125
1752682949.8062215,20558,1909.550048828125
1752682949.806343,20598,2254.97509765625
1752682949.8064451,20638,2070.25
1752682949.8065603,20678,1977.1500244140625
1752682949.8066366,20718,2019.925048828125
1752682949.8067493,20758,2045.9000244140625
1752682949.8068488,20798,2098.324951171875
1752682949.8069463,20838,1783.0250244140625
1752682949.807045,20878,1813.7249755859375
1752682949.8071516,20918,2094.97509765625
1752682949.8072584,20958,1997.5
1752682949.8073592,20998,2096.699951171875
1752682949.8074448,21038,1877.550048828125
1752682949.8075712,21078,1854.824951171875
1752682949.807678,21118,1864.75
1752682949.8077736,21158,1935.4749755859375
1752682949.8078744,21198,2136.47509765625
1752682949.8079886,21238,1960.125
1752682949.8080935,21278,2287.85009765625
1752682949.8081958,21318,1976.9000244140625
1752682949.8082974,21358,1943.2750244140625
1752682949.8083985,21398,2073.199951171875
1752682949.8085473,21438,1831.2249755859375
1752682949.8086605,21478,1927.175048828125
1752682949.808768,21518,2146.875
1752682949.808919,21558,2047.5250244140625
1752682949.8089318,21598,2078.574951171875
1752682949.809055,21638,1992.949951171875
1752682949.80922,21678,2039.824951171875
1752682949.8092337,21718,2006.8499755859375
1752682949.8093565,21758,1858.550048828125
1752682949.8094609,21798,2175.074951171875
1752682949.8095834,21838,1885.0
1752682949.8096933,21878,2156.5
1752682949.8097992,21918,2100.824951171875
1752682949.8099017,21958,2068.925048828125
1752682949.810018,21998,2043.050048828125
1752682949.810107,22038,1923.925048828125
1752682949.8105006,22078,1935.75
1752682949.8108587,22118,1972.6500244140625
1752682949.8110313,22158,1984.074951171875
1752682949.8111396,22198,2189.02490234375
1752682949.8112445,22238,2070.22509765625
1752682949.811347,22278,1970.6500244140625
1752682949.8114479,22318,2033.5250244140625
1752682949.8115726,22358,1904.800048828125
1752682949.8116674,22398,1860.800048828125
1752682949.811768,22438,2095.675048828125
1752682949.811868,22478,2092.22509765625
1752682949.8119678,22518,2024.875
1752682949.8120704,22558,1872.5999755859375
1752682949.8121817,22598,2076.550048828125
1752682949.8122885,22638,1979.449951171875
1752682949.8123927,22678,1814.800048828125
1752682949.8125062,22718,1942.3499755859375
1752682949.812611,22758,2021.6500244140625
1752682949.812712,22798,2073.77490234375
1752682949.8128102,22838,1992.300048828125
1752682949.8129103,22878,1907.949951171875
1752682949.813008,22918,2021.0999755859375
1752682949.813107,22958,2110.050048828125
1752682949.8132055,22998,2068.925048828125
1752682949.813303,23038,1956.875
1752682949.8134034,23078,2073.14990234375
1752682949.8135166,23118,1930.0999755859375
1752682949.8136203,23158,2161.47509765625
1752682949.8137193,23198,2089.02490234375
1752682949.8138182,23238,1957.5999755859375
1752682949.813916,23278,2122.574951171875
1752682949.8140283,23318,1931.4749755859375
1752682949.814121,23358,1865.4000244140625
1752682949.8152235,23398,1896.824951171875
1752682949.8153768,23438,1923.175048828125
1752682949.8155544,23478,1924.6500244140625
1752682949.8157094,23518,2210.02490234375
1752682949.8159406,23558,1959.050048828125
1752682949.8159578,23598,1964.449951171875
1752682949.8159726,23638,2051.0
1752682949.815986,23678,2192.85009765625
1752682949.816178,23718,1849.25
1752682949.8162847,23758,2022.6500244140625
1752682949.816482,23798,1698.875
1752682949.8165028,23838,1990.6500244140625
1752682949.816519,23878,1840.75
1752682949.8168573,23918,2071.14990234375
1752682949.816876,23958,1792.0
1752682949.8168905,23998,2203.72509765625
1752682949.8169038,24038,1878.199951171875
1752682949.8169172,24078,2055.125
1752682949.8174398,24118,2116.125
1752682949.8174682,24158,2179.35009765625
1752682949.8174913,24198,1992.125
1752682949.8175075,24238,2006.425048828125
1752682949.8175218,24278,1855.4749755859375
1752682949.817535,24318,2025.800048828125
1752682949.8175478,24358,2020.449951171875
1752682949.8175614,24398,2097.324951171875
1752682949.818137,24438,1924.7750244140625
1752682949.8181515,24478,1956.875
1752682949.8181648,24518,1931.7750244140625
1752682949.8181772,24558,2008.75
1752682949.8182015,24598,2180.72509765625
1752682949.8182223,24638,1863.800048828125
1752682949.818236,24678,2028.5250244140625
1752682949.8182487,24718,2080.02490234375
1752682949.818262,24758,1976.9000244140625
1752682949.818353,24798,1960.0250244140625
1752682949.8185298,24838,1968.300048828125
1752682949.8186755,24878,1819.5250244140625
1752682949.8187654,24918,1833.925048828125
1752682949.8188515,24958,1849.0
1752682949.8189483,24998,2032.1500244140625
1752682949.819034,25038,2018.5
1752682949.8191297,25078,2136.72509765625
1752682949.8192248,25118,1967.824951171875
1752682949.8193202,25158,1929.4000244140625
1752682949.8194156,25198,2156.199951171875
1752682949.819519,25238,1862.0250244140625
1752682949.8196187,25278,1946.0250244140625
1752682949.8197155,25318,2076.52490234375
1752682949.819811,25358,2067.52490234375
1752682949.8199062,25398,2186.75
1752682949.8200026,25438,1933.8499755859375
1752682949.8200998,25478,1833.074951171875
1752682949.820201,25518,1930.800048828125
1752682949.821942,25558,2113.425048828125
1752682949.8220959,25598,2083.64990234375
1752682949.822254,25638,1937.175048828125
