time,step,stage1_objectness_recall
1752682958.1584973,7438,0.9185218214988708
1752682958.158519,7478,0.9192918539047241
1752682958.1586986,7518,0.9172762632369995
1752682958.1588464,7558,0.9146525263786316
1752682958.1589904,7598,0.8980699777603149
1752682958.1591265,7638,0.9172703623771667
1752682958.1592946,7678,0.9188959002494812
1752682958.1594737,7718,0.9097931981086731
1752682958.1596224,7758,0.9237161874771118
1752682958.1598828,7798,0.9270691871643066
1752682958.1599052,7838,0.9227943420410156
1752682958.159925,7878,0.9177186489105225
1752682958.160204,7918,0.9092199206352234
1752682958.1602273,7958,0.9343627691268921
1752682958.1603427,7998,0.9216107726097107
1752682958.160575,8038,0.9166596531867981
1752682958.1607842,8078,0.9231622219085693
1752682958.1609926,8118,0.9111008048057556
1752682958.1610115,8158,0.9093137383460999
1752682958.161313,8198,0.9207881093025208
1752682958.1613412,8238,0.9206545948982239
1752682958.1613607,8278,0.9109590649604797
1752682958.1617494,8318,0.9271160960197449
1752682958.1617749,8358,0.9177516102790833
1752682958.161793,8398,0.9229401350021362
1752682958.1618092,8438,0.9222554564476013
1752682958.1623137,8478,0.925212025642395
1752682958.1623447,8518,0.9259028434753418
1752682958.1623657,8558,0.9133782386779785
1752682958.1623838,8598,0.921818196773529
1752682958.1624014,8638,0.9119238257408142
1752682958.1626248,8678,0.9127370715141296
1752682958.1632347,8718,0.9113081693649292
1752682958.1632683,8758,0.925071656703949
1752682958.1632907,8798,0.9111003875732422
1752682958.1633093,8838,0.9147295951843262
1752682958.1633272,8878,0.9292696714401245
1752682958.163344,8918,0.9256435036659241
1752682958.1635253,8958,0.9200767874717712
1752682958.163867,8998,0.9085094928741455
1752682958.1638887,9038,0.9164938926696777
1752682958.1639047,9078,0.9179554581642151
1752682958.164492,9118,0.9242317080497742
1752682958.1645217,9158,0.9234284162521362
1752682958.164542,9198,0.9271537065505981
1752682958.1645586,9238,0.9270459413528442
1752682958.1645746,9278,0.9212158918380737
1752682958.1645892,9318,0.9280392527580261
1752682958.164604,9358,0.9245442748069763
1752682958.164618,9398,0.92502361536026
1752682958.1646318,9438,0.9215132594108582
1752682958.1649344,9478,0.9205007553100586
1752682958.1649537,9518,0.9223196506500244
1752682958.1649666,9558,0.9299615025520325
1752682958.165136,9598,0.9199298620223999
1752682958.165169,9638,0.9199751615524292
1752682958.1653779,9678,0.9191991686820984
1752682958.1656814,9718,0.9218205809593201
1752682958.1656976,9758,0.9167176485061646
1752682958.1658294,9798,0.9188793897628784
1752682958.1659555,9838,0.9207095503807068
1752682958.1660585,9878,0.9146531224250793
1752682958.1661677,9918,0.9125530123710632
1752682958.1665158,9958,0.9223238229751587
1752682958.166818,9998,0.9252217411994934
1752682958.1668499,10038,0.9195132255554199
1752682958.166871,10078,0.9236404299736023
1752682958.1671605,10118,0.9257324934005737
1752682958.167188,10158,0.9238624572753906
1752682958.1672058,10198,0.9225591421127319
1752682958.1672227,10238,0.9170337915420532
1752682958.167852,10278,0.9200687408447266
1752682958.167886,10318,0.9235554337501526
1752682958.167907,10358,0.9212267398834229
1752682958.1679244,10398,0.9297922253608704
1752682958.1679413,10438,0.9226827621459961
1752682958.1679587,10478,0.9209407567977905
1752682958.1679761,10518,0.9081127047538757
1752682958.167992,10558,0.9292004704475403
1752682958.1682298,10598,0.9252557754516602
1752682958.1688354,10638,0.9163712859153748
1752682958.1688652,10678,0.9285939931869507
1752682958.1688862,10718,0.9263998866081238
1752682958.1689038,10758,0.9286262392997742
1752682958.168919,10798,0.9271062016487122
1752682958.1689339,10838,0.9170269966125488
1752682958.168949,10878,0.9197815656661987
1752682958.1689646,10918,0.9254742860794067
1752682958.1693685,10958,0.9194655418395996
1752682958.1695242,10998,0.9136395454406738
1752682958.1696315,11038,0.9141237735748291
1752682958.1697462,11078,0.9219045042991638
1752682958.1698637,11118,0.9224189519882202
1752682958.169983,11158,0.9346706867218018
1752682958.1701283,11198,0.9200748205184937
1752682958.1702588,11238,0.9222126603126526
1752682958.1703894,11278,0.9042856097221375
1752682958.1705234,11318,0.9169195890426636
1752682958.1705377,11358,0.9241655468940735
1752682958.1707902,11398,0.9062667489051819
1752682958.170917,11438,0.9210442304611206
1752682958.1710358,11478,0.9279881715774536
1752682958.1710489,11518,0.9229347109794617
1752682958.1712701,11558,0.9186632633209229
1752682958.1712868,11598,0.9257407784461975
1752682958.1714158,11638,0.9239395260810852
1752682958.171515,11678,0.9232283234596252
1752682958.171625,11718,0.9208774566650391
1752682958.1717212,11758,0.9348931908607483
1752682958.171833,11798,0.9257971048355103
1752682958.1719542,11838,0.9342889189720154
1752682958.1719663,11878,0.9287349581718445
1752682958.1721191,11918,0.9242442846298218
1752682958.1722193,11958,0.9257057309150696
1752682958.1723192,11998,0.9197511076927185
1752682958.1724296,12038,0.9299876093864441
1752682958.1725504,12078,0.913524866104126
1752682958.1725628,12118,0.9287940263748169
1752682958.172727,12158,0.9215818047523499
1752682958.1728458,12198,0.9317423701286316
1752682958.1729586,12238,0.9277676939964294
1752682958.1730695,12278,0.9212540984153748
1752682958.1731935,12318,0.9278261065483093
1752682958.1732986,12358,0.9185874462127686
1752682958.1733985,12398,0.9270883798599243
1752682958.173505,12438,0.9226258993148804
1752682958.173592,12478,0.9305470585823059
1752682958.1737487,12518,0.9193050265312195
1752682958.1738713,12558,0.9365852475166321
1752682958.1738856,12598,0.9330424666404724
1752682958.1740658,12638,0.9187685251235962
1752682958.1741998,12678,0.9192874431610107
1752682958.1742234,12718,0.9207536578178406
1752682958.174394,12758,0.9228726625442505
1752682958.1744068,12798,0.9324977993965149
1752682958.174609,12838,0.9329679012298584
1752682958.174752,12878,0.9261757135391235
1752682958.1747687,12918,0.9319620132446289
1752682958.175067,12958,0.9272292852401733
1752682958.1752112,12998,0.9210745692253113
1752682958.1753292,13038,0.923599123954773
1752682958.175736,13078,0.915742039680481
1752682958.1757553,13118,0.9269574880599976
1752682958.175768,13158,0.9250779151916504
1752682958.175779,13198,0.9234673380851746
1752682958.1757898,13238,0.9229648113250732
1752682958.1758006,13278,0.9332537651062012
1752682958.1758113,13318,0.9220811724662781
1752682958.1759946,13358,0.9213559031486511
1752682958.176206,13398,0.9258248805999756
1752682958.1762192,13438,0.92578125
1752682958.176392,13478,0.9195209741592407
1752682958.1764972,13518,0.9360536932945251
1752682958.176653,13558,0.9179472327232361
1752682958.1767557,13598,0.918777585029602
1752682958.1768668,13638,0.9227300882339478
1752682958.1769922,13678,0.9233003258705139
1752682958.1770868,13718,0.9256172776222229
1752682958.177196,13758,0.9236484169960022
1752682958.1772926,13798,0.9286275506019592
1752682958.177454,13838,0.9157829284667969
1752682958.1774735,13878,0.9143783450126648
1752682958.1776457,13918,0.9255924224853516
1752682958.1777763,13958,0.9191520810127258
1752682958.177791,13998,0.9312312006950378
1752682958.177966,14038,0.9302922487258911
1752682958.1780832,14078,0.9330838322639465
1752682958.1782057,14118,0.9218876957893372
1752682958.1783075,14158,0.9176854491233826
1752682958.1784184,14198,0.928734540939331
1752682958.1785052,14238,0.92754065990448
1752682958.1786308,14278,0.917763888835907
1752682958.178779,14318,0.9265154600143433
1752682958.1788874,14358,0.9261532425880432
1752682958.1790597,14398,0.9282588958740234
1752682958.1790771,14438,0.9186257123947144
1752682958.1794088,14478,0.9238649010658264
1752682958.1795335,14518,0.9226728677749634
1752682958.179634,14558,0.9329849481582642
1752682958.1797385,14598,0.9270195960998535
1752682958.179854,14638,0.9251040816307068
1752682958.180031,14678,0.9270336031913757
1752682958.180048,14718,0.9273452758789062
1752682958.180257,14758,0.9164093136787415
1752682958.1804717,14798,0.9265566468238831
1752682958.1806767,14838,0.9319311380386353
1752682958.1808436,14878,0.9248130917549133
1752682958.1809683,14918,0.9159703850746155
1752682958.1810842,14958,0.9337067604064941
1752682958.1812065,14998,0.9210947751998901
1752682958.1812193,15038,0.9264000058174133
1752682958.181375,15078,0.9324904680252075
1752682958.1815224,15118,0.9272535443305969
1752682958.1816618,15158,0.9173727631568909
1752682958.181782,15198,0.9227473139762878
1752682958.1819,15238,0.9311380386352539
1752682958.1820426,15278,0.9276549816131592
1752682958.1821673,15318,0.9246885180473328
1752682958.182284,15358,0.9207746386528015
1752682958.1825547,15398,0.9307116866111755
1752682958.1825764,15438,0.9208296537399292
1752682958.1827269,15478,0.9176236987113953
1752682958.1828442,15518,0.9178804755210876
1752682958.1829445,15558,0.935917854309082
1752682958.1830554,15598,0.9317764639854431
1752682958.1831648,15638,0.9232238531112671
1752682958.1832638,15678,0.9275713562965393
1752682958.1833751,15718,0.9335548281669617
1752682958.1834507,15758,0.9226334691047668
1752682958.1835997,15798,0.924727737903595
1752682958.1837087,15838,0.9296307563781738
1752682958.1838245,15878,0.9281696677207947
1752682958.1839554,15918,0.9244828820228577
1752682958.183969,15958,0.9252434968948364
1752682958.184145,15998,0.9283121824264526
1752682958.1842895,16038,0.9244334697723389
1752682958.1844614,16078,0.9167895317077637
1752682958.1845827,16118,0.9250122904777527
1752682958.1846855,16158,0.9293553233146667
1752682958.1847987,16198,0.9319932460784912
1752682958.1848989,16238,0.9137083888053894
1752682958.18501,16278,0.9265225529670715
1752682958.1851318,16318,0.925379753112793
1752682958.1852398,16358,0.9315176606178284
1752682958.1853495,16398,0.9322413802146912
1752682958.1854548,16438,0.9239624738693237
1752682958.1857524,16478,0.9241527915000916
1752682958.185879,16518,0.9361668229103088
1752682958.1859922,16558,0.9290093779563904
1752682958.1861248,16598,0.9259454607963562
1752682958.1862717,16638,0.9275090098381042
1752682958.1863663,16678,0.919377326965332
1752682958.1864924,16718,0.9267607927322388
1752682958.1867146,16758,0.9325715899467468
1752682958.1867323,16798,0.9260514378547668
1752682958.1867452,16838,0.9214502573013306
1752682958.1868825,16878,0.9277019500732422
1752682958.1870186,16918,0.9291574358940125
1752682958.1871245,16958,0.932945728302002
1752682958.1872413,16998,0.923319399356842
1752682958.1873627,17038,0.9248884320259094
1752682958.1874807,17078,0.9118475914001465
1752682958.1876788,17118,0.9250823259353638
1752682958.187767,17158,0.9318879246711731
1752682958.187958,17198,0.9255300760269165
1752682958.1880682,17238,0.9283537268638611
1752682958.1882071,17278,0.9257580041885376
1752682958.1883366,17318,0.9258744120597839
1752682958.1884425,17358,0.9233338832855225
1752682958.1885438,17398,0.936021625995636
1752682958.188657,17438,0.923827588558197
1752682958.1887715,17478,0.9201347827911377
1752682958.1888711,17518,0.9338799715042114
1752682958.18897,17558,0.9259205460548401
1752682958.1890783,17598,0.924534022808075
1752682958.1891823,17638,0.9298931360244751
1752682958.189331,17678,0.9208106994628906
1752682958.189451,17718,0.9263222217559814
1752682958.1897783,17758,0.9273210763931274
1752682958.189906,17798,0.9314321875572205
1752682958.1900365,17838,0.93148273229599
1752682958.1902635,17878,0.9321575164794922
1752682958.1905062,17918,0.9171158075332642
1752682958.1907203,17958,0.9171684980392456
1752682958.1908815,17998,0.9208236932754517
1752682958.190897,18038,0.9177659749984741
1752682958.1910393,18078,0.9245470762252808
1752682958.1911411,18118,0.9276257753372192
1752682958.191252,18158,0.9269068837165833
1752682958.1914115,18198,0.9328815340995789
1752682958.1915267,18238,0.9196462631225586
1752682958.1916428,18278,0.9243790507316589
1752682958.191743,18318,0.9284489750862122
1752682958.191855,18358,0.9143914580345154
1752682958.1920006,18398,0.9231003522872925
1752682958.192013,18438,0.9320674538612366
1752682958.1922057,18478,0.9391789436340332
1752682958.192222,18518,0.9322014451026917
1752682958.192352,18558,0.9300362467765808
1752682958.1924639,18598,0.9181677103042603
1752682958.1926892,18638,0.9325283765792847
1752682958.192827,18678,0.9297109246253967
1752682958.192968,18718,0.9236469268798828
1752682958.1930873,18758,0.9232838749885559
1752682958.1932175,18798,0.9269651174545288
1752682958.193362,18838,0.9278970956802368
1752682958.1937456,18878,0.9306936264038086
1752682958.1938274,18918,0.9223756194114685
1752682958.1940818,18958,0.9254573583602905
1752682958.1942341,18998,0.9340362548828125
1752682958.1944923,19038,0.9238501787185669
1752682958.1946118,19078,0.9196133613586426
1752682958.1947365,19118,0.9227802157402039
1752682958.1948586,19158,0.9377606511116028
1752682958.1949792,19198,0.9294748902320862
1752682958.1950996,19238,0.9339166283607483
1752682958.1952267,19278,0.9217399954795837
1752682958.1955218,19318,0.9204276204109192
1752682958.1957483,19358,0.9267283082008362
1752682958.1958857,19398,0.9279677867889404
1752682958.1960683,19438,0.9224366545677185
1752682958.196203,19478,0.9253939390182495
1752682958.1965096,19518,0.9298790693283081
1752682958.1968944,19558,0.9289216995239258
1752682958.1969254,19598,0.9275577664375305
1752682958.196946,19638,0.9317320585250854
1752682958.1969616,19678,0.9284939169883728
1752682958.1973433,19718,0.9275188446044922
1752682958.1973994,19758,0.9281483888626099
1752682958.1977823,19798,0.9251486659049988
1752682958.1979718,19838,0.91526859998703
1752682958.1982434,19878,0.9307583570480347
1752682958.1982627,19918,0.9363886713981628
1752682958.1986043,19958,0.9354177713394165
1752682958.1987872,19998,0.9296531081199646
1752682958.1989894,20038,0.9273784160614014
1752682958.1991725,20078,0.9297041296958923
1752682958.199321,20118,0.9405977129936218
1752682958.1994586,20158,0.9281101822853088
1752682958.1995494,20198,0.9368466734886169
1752682958.1997335,20238,0.9310304522514343
1752682958.1997495,20278,0.9325647950172424
1752682958.1999815,20318,0.9321182370185852
1752682958.2004871,20358,0.9286412596702576
1752682958.2005048,20398,0.9215480089187622
1752682958.200518,20438,0.9237641096115112
1752682958.2005293,20478,0.926812469959259
1752682958.2005396,20518,0.9344660639762878
1752682958.2005503,20558,0.9348374605178833
1752682958.2005608,20598,0.9323740005493164
1752682958.200571,20638,0.9356100559234619
1752682958.2005813,20678,0.9390854835510254
1752682958.201057,20718,0.9244465827941895
1752682958.2010782,20758,0.9231599569320679
1752682958.2012117,20798,0.9309401512145996
1752682958.2014034,20838,0.9193878173828125
1752682958.2015207,20878,0.9200350046157837
1752682958.2015345,20918,0.9313918352127075
1752682958.2021077,20958,0.933448076248169
1752682958.202129,20998,0.9205935597419739
1752682958.2021427,21038,0.932532548904419
1752682958.2021768,21078,0.9228405952453613
1752682958.202214,21118,0.9306592345237732
1752682958.202598,21158,0.9192883968353271
1752682958.2026148,21198,0.932517945766449
1752682958.2026274,21238,0.9234241843223572
1752682958.2029157,21278,0.9329037666320801
1752682958.202932,21318,0.9257919192314148
1752682958.2029438,21358,0.9238589406013489
1752682958.2032118,21398,0.9382062554359436
1752682958.2032282,21438,0.9331462383270264
1752682958.2037516,21478,0.9268687963485718
1752682958.203768,21518,0.9327375292778015
1752682958.2037807,21558,0.9383239150047302
1752682958.2037919,21598,0.925279974937439
1752682958.2038026,21638,0.9325577020645142
1752682958.2038136,21678,0.9259382486343384
1752682958.2038238,21718,0.9278452396392822
1752682958.2038343,21758,0.9316411018371582
1752682958.2038445,21798,0.9367401599884033
1752682958.2038546,21838,0.9244617223739624
1752682958.2045908,21878,0.9264385104179382
1752682958.2046072,21918,0.9322472810745239
1752682958.2046194,21958,0.9248080253601074
1752682958.2046309,21998,0.9296109676361084
1752682958.2046413,22038,0.9202231764793396
1752682958.2046514,22078,0.9296568632125854
1752682958.204662,22118,0.9177959561347961
1752682958.2046723,22158,0.9315778017044067
1752682958.2046826,22198,0.9383319616317749
1752682958.2046928,22238,0.9287161827087402
1752682958.2049067,22278,0.9370151162147522
1752682958.2051153,22318,0.9284564852714539
1752682958.206295,22358,0.9406633973121643
1752682958.2063222,22398,0.9260755181312561
1752682958.2063365,22438,0.923988401889801
1752682958.2063482,22478,0.9305914044380188
1752682958.2063594,22518,0.9365788698196411
1752682958.2063699,22558,0.9206140041351318
1752682958.2063806,22598,0.9166560769081116
1752682958.2067966,22638,0.9286653399467468
1752682958.2068152,22678,0.9221474528312683
1752682958.2071059,22718,0.9369348287582397
1752682958.2072937,22758,0.9253824949264526
1752682958.2076232,22798,0.9283167719841003
1752682958.2077808,22838,0.9320459961891174
1752682958.2079206,22878,0.9265931844711304
1752682958.2080421,22918,0.9318351745605469
1752682958.2081597,22958,0.9293030500411987
1752682958.2083402,22998,0.9349890351295471
1752682958.208357,23038,0.9363041520118713
1752682958.208495,23078,0.9274539351463318
1752682958.2086103,23118,0.9275762438774109
1752682958.2087262,23158,0.9294666051864624
1752682958.2088454,23198,0.9271072745323181
1752682958.2089603,23238,0.9263288974761963
1752682958.209101,23278,0.925940752029419
1752682958.20922,23318,0.9323452711105347
1752682958.2093363,23358,0.9349182844161987
1752682958.209452,23398,0.9308958053588867
1752682958.2101445,23438,0.9309753775596619
1752682958.210164,23478,0.9268918037414551
1752682958.2101772,23518,0.9327439665794373
1752682958.2102344,23558,0.9214434623718262
1752682958.210253,23598,0.9324309229850769
1752682958.210266,23638,0.9297900199890137
1752682958.210277,23678,0.9245864152908325
