time,step,stage1_objectness_acc
1752682956.3445652,838,0.9209200143814087
1752682956.3445756,878,0.9124133586883545
1752682956.3445866,878,0.9117066860198975
1752682956.3445964,918,0.9229150414466858
1752682956.345021,918,0.9096733331680298
1752682956.3450387,958,0.9220449924468994
1752682956.3450503,958,0.9179100394248962
1752682956.3452535,998,0.9253283739089966
1752682956.3454874,998,0.9284616708755493
1752682956.345967,1038,0.9100450277328491
1752682956.3461273,1038,0.9266983270645142
1752682956.346295,1078,0.9243433475494385
1752682956.3465698,1078,0.9171933531761169
1752682956.347049,1118,0.9240133166313171
1752682956.3472462,1118,0.9215500354766846
1752682956.3473744,1158,0.9268783330917358
1752682956.3474932,1158,0.9090583324432373
1752682956.34763,1198,0.9227083325386047
1752682956.3477693,1198,0.9183599948883057
1752682956.3478956,1238,0.9163349866867065
1752682956.3480144,1238,0.9212966561317444
1752682956.3481305,1278,0.9290266633033752
1752682956.3482492,1278,0.9202650189399719
1752682956.348385,1318,0.9290400147438049
1752682956.3485343,1318,0.9230333566665649
1752682956.348549,1358,0.930233359336853
1752682956.3487926,1358,0.9204983711242676
1752682956.3489256,1398,0.9054083228111267
1752682956.349052,1398,0.9201633334159851
1752682956.3491998,1438,0.9212700128555298
1752682956.3493385,1438,0.9419599771499634
1752682956.3496628,1478,0.9249433279037476
1752682956.3498082,1478,0.9302983283996582
1752682956.3499722,1518,0.915108323097229
1752682956.350116,1518,0.9202033281326294
1752682956.350316,1558,0.9320183396339417
1752682956.3506846,1558,0.9200933575630188
1752682956.3512087,1598,0.9248683452606201
1752682956.3514264,1598,0.9145366549491882
1752682956.351647,1638,0.9178799986839294
1752682956.351795,1638,0.9271033406257629
1752682956.3519495,1678,0.9178833365440369
1752682956.3520992,1678,0.9244183301925659
1752682956.3524215,1718,0.91948002576828
1752682956.3534184,1718,0.9266316890716553
1752682956.3534443,1758,0.9232366681098938
1752682956.3534622,1758,0.9286266565322876
1752682956.3534784,1798,0.9234933257102966
1752682956.3534927,1798,0.931891679763794
1752682956.3535066,1838,0.923841655254364
1752682956.3535206,1838,0.9336550235748291
1752682956.353534,1878,0.9244816899299622
1752682956.3535476,1878,0.933578372001648
1752682956.353561,1918,0.9276366829872131
1752682956.3537745,1918,0.9303383231163025
1752682956.353793,1958,0.9285717010498047
1752682956.354393,1958,0.9239500164985657
1752682956.3544211,1998,0.9240583181381226
1752682956.3544378,1998,0.940131664276123
1752682956.3544528,2038,0.9189916849136353
1752682956.3544676,2038,0.9301233291625977
1752682956.3552117,2078,0.9245949983596802
1752682956.3552344,2078,0.9368500113487244
1752682956.3552513,2118,0.9102349877357483
1752682956.3552666,2118,0.9320200085639954
1752682956.355281,2158,0.9291800260543823
1752682956.3552957,2158,0.9346100091934204
1752682956.355311,2198,0.9272666573524475
1752682956.3558924,2198,0.9335500001907349
1752682956.3559191,2238,0.9309633374214172
1752682956.3559391,2238,0.9339483380317688
1752682956.3559566,2278,0.930638313293457
1752682956.3559737,2278,0.9352350234985352
1752682956.3565555,2318,0.9319300055503845
1752682956.356581,2318,0.9412266612052917
1752682956.3565984,2358,0.9291166663169861
1752682956.3566134,2358,0.9298116564750671
1752682956.356774,2398,0.9263449907302856
1752682956.3569353,2398,0.934011697769165
1752682956.3569524,2438,0.9303483366966248
1752682956.3571699,2438,0.9399566650390625
1752682956.357442,2478,0.9346717000007629
1752682956.3574696,2478,0.9342483282089233
1752682956.3574913,2518,0.9356800317764282
1752682956.3581786,2518,0.9343216419219971
1752682956.358249,2558,0.9350700378417969
1752682956.3582716,2558,0.9362766742706299
1752682956.3582876,2598,0.9375083446502686
1752682956.3583028,2598,0.9337133765220642
1752682956.3583183,2638,0.944290041923523
1752682956.3583326,2638,0.9308016896247864
1752682956.3583467,2678,0.9395833611488342
1752682956.3583603,2678,0.9174816608428955
1752682956.358753,2718,0.92999666929245
1752682956.3589005,2718,0.926466703414917
1752682956.3590364,2758,0.9322050213813782
1752682956.3591328,2758,0.9369833469390869
1752682956.359276,2798,0.9354066848754883
1752682956.3593924,2838,0.9366733431816101
1752682956.3594978,2878,0.9347816705703735
1752682956.3596346,2918,0.941943347454071
1752682956.3597355,2958,0.9439966678619385
1752682956.359867,2998,0.9461250305175781
1752682956.3599668,3038,0.9427933692932129
1752682956.3601801,3078,0.9311550259590149
1752682956.3602011,3118,0.9352666735649109
1752682956.3602939,3158,0.9390183687210083
1752682956.3604357,3198,0.9244900345802307
1752682956.3607206,3238,0.9352733492851257
1752682956.3608797,3278,0.9435433149337769
1752682956.3610222,3318,0.9392983317375183
1752682956.3612688,3358,0.9427900314331055
1752682956.361435,3398,0.9376683235168457
1752682956.3614533,3438,0.9411716461181641
1752682956.3615923,3478,0.9421650171279907
1752682956.3617408,3518,0.9429966807365417
1752682956.361756,3558,0.9396950006484985
1752682956.3619735,3598,0.9383633136749268
1752682956.3621256,3638,0.9391400218009949
1752682956.3621426,3678,0.932181715965271
1752682956.3622873,3718,0.9276750087738037
1752682956.3624363,3758,0.941540002822876
1752682956.362449,3798,0.938979983329773
1752682956.3626928,3838,0.9322400093078613
1752682956.3627088,3878,0.9434133768081665
1752682956.3628454,3918,0.9400333166122437
1752682956.3628585,3958,0.938468337059021
1752682956.3631375,3998,0.93736332654953
1752682956.3631537,4038,0.9428333640098572
1752682956.3633761,4078,0.9404066801071167
1752682956.3634977,4118,0.9361283183097839
1752682956.3635128,4158,0.9430616497993469
1752682956.3636775,4198,0.9373266696929932
1752682956.3636906,4238,0.9444299936294556
1752682956.3638816,4278,0.9363099932670593
1752682956.3638985,4318,0.9377166628837585
1752682956.3640642,4358,0.9451033473014832
1752682956.364295,4398,0.9395433664321899
1752682956.3643131,4438,0.9449883699417114
1752682956.3644521,4478,0.9442516565322876
1752682956.3644657,4518,0.9366716742515564
1752682956.3646295,4558,0.9436916708946228
1752682956.3646414,4598,0.9343483448028564
1752682956.3648276,4638,0.9380333423614502
1752682956.3648424,4678,0.9155283570289612
1752682956.365038,4718,0.9269999861717224
1752682956.3651323,4758,0.9375566840171814
1752682956.3652754,4798,0.943423330783844
1752682956.3652887,4838,0.9393050074577332
1752682956.3654182,4878,0.9431599974632263
1752682956.3658614,4918,0.9469900131225586
1752682956.3658876,4958,0.9444150328636169
1752682956.3659055,4998,0.9481783509254456
1752682956.3659213,5038,0.9512583613395691
1752682956.3659353,5078,0.9481549859046936
1752682956.3659492,5118,0.949773371219635
1752682956.3661835,5158,0.943589985370636
1752682956.36651,5198,0.9451600313186646
1752682956.3665278,5238,0.9480116963386536
1752682956.3665414,5278,0.9469550251960754
1752682956.3666744,5318,0.9469983577728271
1752682956.3668137,5358,0.9471233487129211
1752682956.3669581,5398,0.9464966654777527
1752682956.3670712,5438,0.9420633316040039
1752682956.3671792,5478,0.9425066709518433
1752682956.3672907,5518,0.9473550319671631
1752682956.367399,5558,0.9440633654594421
1752682956.3675084,5598,0.9478983283042908
1752682956.3676286,5638,0.9411849975585938
1752682956.3676414,5678,0.9453849792480469
1752682956.3678432,5718,0.9507083296775818
1752682956.367858,5758,0.9502000212669373
1752682956.3679924,5798,0.9454616904258728
1752682956.3682108,5838,0.948021650314331
1752682956.3683121,5878,0.9489266872406006
1752682956.3684938,5918,0.9490783214569092
1752682956.3686686,5958,0.9491750001907349
1752682956.3687003,5998,0.943671703338623
1752682956.3688374,6038,0.949999988079071
1752682956.3690639,6078,0.951045036315918
1752682956.3692653,6118,0.9483433365821838
1752682956.3694277,6158,0.9474966526031494
1752682956.3695695,6198,0.9475266933441162
1752682956.369714,6238,0.9451416730880737
1752682956.3698864,6278,0.9445333480834961
1752682956.3700447,6318,0.9461150169372559
1752682956.3702245,6358,0.9481333494186401
1752682956.3705528,6398,0.9412316679954529
1752682956.3707855,6438,0.9461433291435242
1752682956.370951,6478,0.9498800039291382
1752682956.37117,6518,0.9429600238800049
1752682956.3711917,6558,0.9525383710861206
1752682956.3713465,6598,0.9437016844749451
1752682956.3714688,6638,0.9488583207130432
1752682956.3717046,6678,0.9500966668128967
1752682956.371724,6718,0.9448733329772949
1752682956.3717425,6758,0.948626697063446
1752682956.3719575,6798,0.9499866962432861
1752682956.3719783,6838,0.9516966938972473
1752682956.3722076,6878,0.9459383487701416
1752682956.3722298,6918,0.9423683285713196
1752682956.372401,6958,0.9498583674430847
1752682956.372532,6998,0.9461399912834167
1752682956.3728156,7038,0.9488783478736877
1752682956.3728352,7078,0.9427967071533203
1752682956.3728514,7118,0.9483166933059692
1752682956.3728666,7158,0.9493317008018494
1752682956.3730552,7198,0.9511216878890991
1752682956.3731847,7238,0.9471466541290283
1752682956.373399,7278,0.95086669921875
1752682956.3734434,7318,0.9469299912452698
1752682956.3734694,7358,0.9458500146865845
1752682956.3736348,7398,0.9502516984939575
1752682956.373867,7438,0.9504066705703735
1752682956.3738954,7478,0.9521783590316772
1752682956.3742738,7518,0.9468633532524109
1752682956.3742976,7558,0.9494466781616211
1752682956.3743153,7598,0.9371516704559326
1752682956.37433,7638,0.9497133493423462
1752682956.3744535,7678,0.945900022983551
1752682956.3746629,7718,0.9448966979980469
1752682956.3748994,7758,0.9491833448410034
1752682956.3749204,7798,0.9495733380317688
1752682956.374937,7838,0.951336681842804
1752682956.3751142,7878,0.94767165184021
1752682956.3752437,7918,0.9484500288963318
1752682956.3754854,7958,0.9550266861915588
1752682956.375506,7998,0.9444983601570129
1752682956.375523,8038,0.9478616714477539
1752682956.3758547,8078,0.9470533728599548
1752682956.3764281,8118,0.9487283229827881
1752682956.3764517,8158,0.9479333162307739
1752682956.3764684,8198,0.9472166895866394
1752682956.376484,8238,0.9474383592605591
1752682956.3764997,8278,0.9477850198745728
1752682956.3765154,8318,0.9449533224105835
1752682956.37653,8358,0.95121169090271
1752682956.376546,8398,0.9505683183670044
1752682956.3765626,8438,0.9507683515548706
1752682956.3767092,8478,0.956291675567627
1752682956.3769944,8518,0.9543566703796387
1752682956.377184,8558,0.9488016963005066
1752682956.3772032,8598,0.954521656036377
1752682956.3773608,8638,0.9485066533088684
1752682956.37776,8678,0.948473334312439
1752682956.3777878,8718,0.947266697883606
1752682956.3778086,8758,0.9530799984931946
1752682956.3778257,8798,0.9494283199310303
1752682956.3778424,8838,0.9510433673858643
1752682956.378282,8878,0.9546083211898804
1752682956.3783062,8918,0.9538883566856384
1752682956.3783205,8958,0.9500816464424133
1752682956.3783326,8998,0.9502600431442261
1752682956.378564,9038,0.9486066699028015
1752682956.3787024,9078,0.9523183107376099
1752682956.3788133,9118,0.95278000831604
1752682956.378932,9158,0.9539516568183899
1752682956.3790457,9198,0.9493866562843323
1752682956.3791573,9238,0.9520866870880127
1752682956.3792713,9278,0.9533550143241882
1752682956.379387,9318,0.9512266516685486
1752682956.3795037,9358,0.9533250331878662
1752682956.3796384,9398,0.9518466591835022
1752682956.3797615,9438,0.9493733644485474
1752682956.3799274,9478,0.9528850317001343
1752682956.3800743,9518,0.9530217051506042
1752682956.3802946,9558,0.9504566788673401
1752682956.3803196,9598,0.9489733576774597
1752682956.3805296,9638,0.9516133666038513
1752682956.3807113,9678,0.9507233500480652
1752682956.3808517,9718,0.9532700181007385
1752682956.380975,9758,0.9506300091743469
1752682956.3810914,9798,0.9522233605384827
1752682956.3812108,9838,0.9490633606910706
1752682956.381337,9878,0.9569433331489563
1752682956.3814523,9918,0.9485599994659424
1752682956.3815799,9958,0.9566266536712646
1752682956.3817194,9998,0.9525583386421204
1752682956.3818233,10038,0.9526366591453552
1752682956.3819711,10078,0.9533349871635437
1752682956.3820882,10118,0.9506133198738098
1752682956.3823185,10158,0.9543899893760681
1752682956.3825195,10198,0.9532266855239868
1752682956.3825371,10238,0.9485467076301575
1752682956.3826976,10278,0.9499783515930176
1752682956.3828218,10318,0.9532000422477722
1752682956.3829527,10358,0.9521350264549255
1752682956.3830588,10398,0.9538816809654236
1752682956.3831818,10438,0.9571149945259094
1752682956.3833091,10478,0.9473433494567871
1752682956.3834643,10518,0.9450166821479797
1752682956.383621,10558,0.9507583379745483
1752682956.3837376,10598,0.9509033560752869
1752682956.3838522,10638,0.9496116638183594
1752682956.384118,10678,0.9553866982460022
1752682956.3843248,10718,0.9553883671760559
1752682956.384517,10758,0.9557016491889954
1752682956.384719,10798,0.9534766674041748
1752682956.384896,10838,0.9502716660499573
1752682956.3850894,10878,0.9471099972724915
1752682956.3854063,10918,0.9554600119590759
1752682956.3855665,10958,0.9533533453941345
1752682956.385754,10998,0.9529800415039062
1752682956.3859105,11038,0.9504583477973938
1752682956.38602,11078,0.9498699903488159
1752682956.3861327,11118,0.9540983438491821
1752682956.3862672,11158,0.9527416825294495
1752682956.3863573,11198,0.9534950256347656
1752682956.3864655,11238,0.9472883343696594
1752682956.3866196,11278,0.9448816776275635
1752682956.3866343,11318,0.9486566781997681
1752682956.386729,11358,0.95121169090271
1752682956.386852,11398,0.9439150094985962
1752682956.3869584,11438,0.9514150023460388
1752682956.3870766,11478,0.9550700187683105
1752682956.3873255,11518,0.9491167068481445
1752682956.387341,11558,0.9515133500099182
1752682956.3876193,11598,0.9536899924278259
1752682956.3876455,11638,0.9550716876983643
1752682956.3876634,11678,0.9496133327484131
1752682956.3877888,11718,0.9540683627128601
1752682956.3879666,11758,0.9573500156402588
1752682956.3880856,11798,0.9526150226593018
1752682956.3881013,11838,0.955020010471344
1752682956.3883233,11878,0.9536333680152893
1752682956.3885026,11918,0.9544416666030884
1752682956.3886504,11958,0.9513100385665894
1752682956.3887532,11998,0.9507966637611389
1752682956.3889728,12038,0.9544333219528198
1752682956.388991,12078,0.9476900100708008
1752682956.389145,12118,0.9565200209617615
1752682956.3892624,12158,0.9547716975212097
1752682956.3893666,12198,0.954479992389679
1752682956.3894796,12238,0.9558683633804321
1752682956.3895905,12278,0.95086669921875
1752682956.3896997,12318,0.9538483619689941
1752682956.3897963,12358,0.9524500370025635
1752682956.3899136,12398,0.9546666741371155
1752682956.390031,12438,0.956623375415802
1752682956.3901412,12478,0.953903317451477
1752682956.3902512,12518,0.9508216977119446
1752682956.39036,12558,0.9549583196640015
1752682956.3905008,12598,0.9567516446113586
1752682956.390687,12638,0.9492000341415405
1752682956.3908193,12678,0.9510650038719177
1752682956.3909192,12718,0.9565316438674927
1752682956.3910282,12758,0.9533166885375977
1752682956.3911438,12798,0.9528899788856506
1752682956.3912308,12838,0.9538783431053162
1752682956.3913927,12878,0.9568867087364197
1752682956.391505,12918,0.9576166868209839
1752682956.3916197,12958,0.954188346862793
1752682956.3917363,12998,0.9511616826057434
1752682956.39185,13038,0.9539499878883362
1752682956.391947,13078,0.9546433687210083
1752682956.3920543,13118,0.9513050317764282
1752682956.392148,13158,0.9537733197212219
1752682956.3922558,13198,0.9565916657447815
1752682956.3923507,13238,0.9511500000953674
1752682956.392457,13278,0.9556450247764587
1752682956.3927438,13318,0.9571083188056946
1752682956.3927667,13358,0.9536983370780945
1752682956.3929248,13398,0.9514133334159851
1752682956.3930542,13438,0.9563400149345398
1752682956.3932765,13478,0.9511250257492065
1752682956.3932943,13518,0.9562183618545532
1752682956.3933074,13558,0.9510533213615417
1752682956.3934786,13598,0.9493433237075806
1752682956.393599,13638,0.9509666562080383
1752682956.3937364,13678,0.9546483159065247
1752682956.3938677,13718,0.9564266800880432
1752682956.3940034,13758,0.9556633234024048
1752682956.394146,13798,0.9535716772079468
1752682956.394345,13838,0.9528917074203491
1752682956.3945115,13878,0.9539400339126587
1752682956.3946793,13918,0.9574166536331177
1752682956.3948457,13958,0.9534466862678528
1752682956.3949823,13998,0.9557216763496399
1752682956.3951237,14038,0.9548600316047668
1752682956.395265,14078,0.9570416808128357
1752682956.3953953,14118,0.9527316689491272
1752682956.395478,14158,0.9502050280570984
1752682956.3957036,14198,0.9571933746337891
1752682956.3958428,14238,0.9565600156784058
1752682956.3959653,14278,0.9488850235939026
1752682956.3960958,14318,0.9515016674995422
1752682956.3962636,14358,0.9497516751289368
1752682956.3964114,14398,0.953113317489624
1752682956.3965378,14438,0.9551633596420288
1752682956.3966568,14478,0.9563699960708618
1752682956.3967793,14518,0.9527216553688049
1752682956.3969033,14558,0.9574333429336548
1752682956.397024,14598,0.9550899863243103
1752682956.3971405,14638,0.9546166658401489
1752682956.3972602,14678,0.9538983106613159
1752682956.397377,14718,0.9537366628646851
1752682956.3975072,14758,0.9507516622543335
1752682956.397644,14798,0.9499900341033936
1752682956.3979917,14838,0.9558383226394653
1752682956.398134,14878,0.9561949968338013
1752682956.39827,14918,0.9510916471481323
1752682956.3983934,14958,0.955726683139801
1752682956.3985226,14998,0.9583250284194946
1752682956.3986397,15038,0.9565449953079224
1752682956.398751,15078,0.9540500044822693
1752682956.3988597,15118,0.9554033279418945
1752682956.398974,15158,0.9527216553688049
1752682956.3990858,15198,0.9477249979972839
1752682956.399295,15238,0.9571466445922852
1752682956.3994532,15278,0.9573133587837219
1752682956.3995914,15318,0.9540833234786987
1752682956.3997235,15358,0.9539417028427124
1752682956.3998592,15398,0.9576483368873596
1752682956.3999813,15438,0.9541516900062561
1752682956.4000936,15478,0.9502583742141724
1752682956.400205,15518,0.9537166953086853
1752682956.4003046,15558,0.9528999924659729
1752682956.4006193,15598,0.9551349878311157
1752682956.4007695,15638,0.9555266499519348
1752682956.400887,15678,0.9560099840164185
1752682956.4010072,15718,0.9542050361633301
1752682956.4012408,15758,0.9569950103759766
1752682956.4012644,15798,0.9516133666038513
1752682956.4012768,15838,0.9574216604232788
1752682956.401433,15878,0.9528250098228455
1752682956.401556,15918,0.9552249908447266
1752682956.4016745,15958,0.9549149870872498
1752682956.4017897,15998,0.9542083740234375
1752682956.401904,16038,0.9540566802024841
1752682956.40202,16078,0.9516283273696899
1752682956.4021335,16118,0.953386664390564
1752682956.4022744,16158,0.9558066725730896
1752682956.4024305,16198,0.9543466567993164
1752682956.40257,16238,0.9536083340644836
1752682956.4026978,16278,0.9553966522216797
1752682956.4028265,16318,0.9517199993133545
1752682956.402945,16358,0.9564233422279358
1752682956.4030714,16398,0.9554333686828613
1752682956.4032035,16438,0.9539716839790344
1752682956.4033165,16478,0.9526916742324829
1752682956.4034302,16518,0.9584933519363403
1752682956.4035413,16558,0.9581699967384338
1752682956.403654,16598,0.9569000005722046
1752682956.4037645,16638,0.95496666431427
1752682956.4038875,16678,0.9520450234413147
1752682956.4039934,16718,0.9565833210945129
1752682956.4041054,16758,0.954563319683075
1752682956.4042184,16798,0.9525700211524963
1752682956.4043653,16838,0.9536100029945374
1752682956.4045086,16878,0.9585967063903809
1752682956.4046345,16918,0.9548900127410889
1752682956.4047532,16958,0.9574466943740845
1752682956.4048696,16998,0.9562683701515198
1752682956.4049845,17038,0.9538699984550476
1752682956.4050968,17078,0.9518666863441467
1752682956.405218,17118,0.9565366506576538
1752682956.4054003,17158,0.9555066823959351
1752682956.4054186,17198,0.9525316953659058
1752682956.4057808,17238,0.9571900367736816
1752682956.4058073,17278,0.9559749960899353
1752682956.4058223,17318,0.955091655254364
1752682956.4059744,17358,0.9548033475875854
1752682956.4060965,17398,0.956903338432312
1752682956.4062293,17438,0.9555366635322571
1752682956.4063883,17478,0.9533166885375977
1752682956.4065235,17518,0.9541450142860413
1752682956.4066482,17558,0.9546783566474915
1752682956.4067686,17598,0.957818329334259
1752682956.4068813,17638,0.95517498254776
1752682956.406993,17678,0.9537516832351685
1752682956.4071045,17718,0.9573266506195068
1752682956.4072175,17758,0.9574300050735474
1752682956.4073472,17798,0.9564533233642578
1752682956.4074562,17838,0.9564783573150635
1752682956.4075723,17878,0.9567000269889832
1752682956.407704,17918,0.947380006313324
1752682956.4078486,17958,0.9492266774177551
1752682956.4079852,17998,0.952073335647583
1752682956.4083028,18038,0.9556483626365662
1752682956.4083266,18078,0.9541200399398804
1752682956.4083405,18118,0.9522116780281067
1752682956.4084873,18158,0.9540767073631287
1752682956.4086592,18198,0.9543417096138
1752682956.4087663,18238,0.9550583362579346
1752682956.4089732,18278,0.9543066620826721
1752682956.4089913,18318,0.9546916484832764
1752682956.4090838,18358,0.9549450278282166
1752682956.4092393,18398,0.9542116522789001
1752682956.409356,18438,0.9576849937438965
1752682956.409475,18478,0.9560333490371704
1752682956.409591,18518,0.9544200301170349
1752682956.4097044,18558,0.9543899893760681
1752682956.4098167,18598,0.9540566802024841
1752682956.4099276,18638,0.9580166935920715
1752682956.4100552,18678,0.9562250375747681
1752682956.4101515,18718,0.9566450119018555
1752682956.410277,18758,0.9531583189964294
1752682956.4104147,18798,0.954865038394928
1752682956.4106998,18838,0.954116702079773
1752682956.4108498,18878,0.9556950330734253
1752682956.4109683,18918,0.9576133489608765
1752682956.4111066,18958,0.9567083120346069
1752682956.411246,18998,0.9579816460609436
1752682956.4113858,19038,0.9560850262641907
1752682956.4116297,19078,0.9474366903305054
1752682956.4116526,19118,0.9527983665466309
1752682956.4118574,19158,0.9575250148773193
1752682956.412025,19198,0.9571400284767151
1752682956.4121943,19238,0.9575049877166748
1752682956.412391,19278,0.9494266510009766
1752682956.4129455,19318,0.947076678276062
1752682956.4129813,19358,0.9528900384902954
1752682956.4130056,19398,0.9562633633613586
1752682956.4130266,19438,0.9545133113861084
1752682956.4130454,19478,0.9540250301361084
1752682956.4130635,19518,0.959986686706543
1752682956.4130821,19558,0.9527533650398254
1752682956.4131002,19598,0.9557499885559082
1752682956.4134161,19638,0.9578250050544739
1752682956.4135861,19678,0.9551799893379211
1752682956.413733,19718,0.9545950293540955
1752682956.4138646,19758,0.9576650261878967
1752682956.4139876,19798,0.9562416672706604
1752682956.4140987,19838,0.9532867074012756
1752682956.4142337,19878,0.9580667018890381
1752682956.4143538,19918,0.9583266973495483
1752682956.4145012,19958,0.9565316438674927
1752682956.414619,19998,0.9578967094421387
1752682956.41474,20038,0.9531883597373962
1752682956.4148552,20078,0.9540466666221619
1752682956.414968,20118,0.959006667137146
1752682956.4151013,20158,0.957111656665802
1752682956.4151804,20198,0.9576483368873596
1752682956.41531,20238,0.9569933414459229
1752682956.4154577,20278,0.9597083330154419
1752682956.4156754,20318,0.9553900361061096
1752682956.4156926,20358,0.9569900035858154
1752682956.4157054,20398,0.9542166590690613
1752682956.4159164,20438,0.9517566561698914
1752682956.4160316,20478,0.9586866497993469
1752682956.41615,20518,0.9563933610916138
1752682956.4162712,20558,0.9585183262825012
1752682956.4164011,20598,0.9554266929626465
1752682956.4165475,20638,0.9587316513061523
1752682956.4166794,20678,0.9578033685684204
1752682956.416805,20718,0.9561216831207275
1752682956.4169219,20758,0.9566600322723389
1752682956.4170372,20798,0.95694500207901
1752682956.417173,20838,0.9561566710472107
1752682956.417296,20878,0.9539600014686584
1752682956.4174006,20918,0.9568166732788086
1752682956.417579,20958,0.9586417078971863
1752682956.4177954,20998,0.950908362865448
1752682956.418127,21038,0.9571000337600708
1752682956.4183795,21078,0.9522849917411804
1752682956.4192603,21118,0.9560950398445129
1752682956.4192834,21158,0.9546400308609009
1752682956.419297,21198,0.9572350382804871
1752682956.4193087,21238,0.9561866521835327
1752682956.4193192,21278,0.9559966921806335
1752682956.419329,21318,0.9564566612243652
1752682956.4193401,21358,0.9567083716392517
1752682956.4193509,21398,0.9572133421897888
1752682956.419361,21438,0.9585517048835754
1752682956.4193714,21478,0.9576083421707153
1752682956.4199135,21518,0.9548183679580688
1752682956.419939,21558,0.956623375415802
1752682956.4199564,21598,0.9524216651916504
1752682956.419972,21638,0.9585016965866089
1752682956.4199865,21678,0.9547349810600281
1752682956.4207265,21718,0.9555667042732239
1752682956.420753,21758,0.957996666431427
1752682956.4207718,21798,0.9568266868591309
1752682956.4207897,21838,0.9554399847984314
1752682956.420804,21878,0.9568533301353455
1752682956.4208183,21918,0.9552800059318542
1752682956.4208317,21958,0.9564000368118286
1752682956.4208462,21998,0.9553716778755188
1752682956.42086,22038,0.9559216499328613
1752682956.4215426,22078,0.9540666937828064
1752682956.421566,22118,0.9539400339126587
1752682956.421584,22158,0.9577200412750244
1752682956.4215994,22198,0.9572683572769165
1752682956.4216146,22238,0.9566083550453186
1752682956.4216297,22278,0.9576250314712524
1752682956.4216437,22318,0.9587183594703674
1752682956.4216578,22358,0.9620433449745178
1752682956.4216716,22398,0.9579733610153198
1752682956.4216857,22438,0.9546499848365784
1752682956.4222558,22478,0.9581850171089172
1752682956.4222784,22518,0.9600883722305298
1752682956.4222946,22558,0.9576733708381653
1752682956.4223108,22598,0.9535133242607117
1752682956.4223258,22638,0.9578250050544739
1752682956.4229481,22678,0.9579733610153198
1752682956.4229696,22718,0.9605799913406372
1752682956.4229846,22758,0.9551849961280823
1752682956.4230003,22798,0.9544316530227661
1752682956.423015,22838,0.9578966498374939
1752682956.4230294,22878,0.9567883610725403
1752682956.4230433,22918,0.9596149921417236
1752682956.4230573,22958,0.9577716588973999
1752682956.423072,22998,0.9599833488464355
1752682956.4230864,23038,0.9596033692359924
1752682956.4234452,23078,0.9573000073432922
1752682956.423469,23118,0.9566617012023926
1752682956.423787,23158,0.9567383527755737
1752682956.424014,23198,0.9547416567802429
1752682956.4240417,23238,0.9557017087936401
1752682956.4244044,23278,0.9566916823387146
1752682956.4244351,23318,0.9566050171852112
1752682956.4244502,23358,0.9579983353614807
1752682956.4245872,23398,0.954871654510498
1752682956.4246006,23438,0.957705020904541
1752682956.4248106,23478,0.9536633491516113
1752682956.4249167,23518,0.9557883739471436
1752682956.4250329,23558,0.9562833309173584
1752682956.4251432,23598,0.9582650065422058
1752682956.425307,23638,0.9595299959182739
1752682956.4255822,23678,0.9562483429908752
1752682956.4257793,23718,0.9613383412361145
